"","id","education","gender","age","rural","internet_acc","workers","dist_to_market","mth_income"
"3688",3688,2,0,57.8359734988771,1,1,11,15,43313599.2376635
"3689",3689,4,1,19.5396103679668,1,3,14,14,70806128.7225604
"3690",3690,2,1,43.7233039028943,0,3,15,11,46451517.6474155
"3691",3691,1,1,48.5156591276173,0,2,14,8,47443477.8632512
"3692",3692,3,1,21.5870308713056,0,1,11,20,56173951.5094231
"3693",3693,2,1,44.5135162144434,0,1,15,18,54852412.2658475
"3694",3694,1,1,26.4295986946672,1,1,14,12,30486918.1455865
"3695",3695,1,1,28.9145614157896,0,1,8,8,40068271.7368085
"3696",3696,2,1,42.1001909575425,1,1,7,15,34488347.8944626
"3697",3697,2,0,49.4195252191275,0,3,17,14,51833745.6587114
"3698",3698,2,1,48.5379277307075,0,3,17,9,55978198.201301
"3699",3699,2,0,21.7650768256281,0,3,14,10,52270687.8568124
"3700",3700,4,1,49.4910560785793,0,1,17,16,67421680.1811358
"3701",3701,2,1,55.883910061093,1,1,19,14,42105539.7887129
"3702",3702,2,1,50.4578429022804,0,3,11,11,43910826.8463081
"3703",3703,2,0,60.9495039433241,1,3,11,11,42906663.68684
"3704",3704,1,1,54.6568079253193,1,1,14,9,38006968.0362749
"3705",3705,1,0,26.0989655328449,1,2,15,19,39752048.1309596
"3706",3706,2,0,59.9530316158198,1,3,21,12,54398159.8664009
"3707",3707,2,1,21.0199033173267,0,2,13,12,53992928.7297474
"3708",3708,3,1,52.6092232698575,1,1,11,11,56172866.9587479
"3709",3709,1,1,22.8308927526232,1,1,17,13,35568201.1036411
"3710",3710,2,0,57.0881718345918,1,1,19,9,45679531.049834
"3711",3711,1,1,32.4025095873512,0,1,13,10,40845172.651863
"3712",3712,3,1,60.4282550655771,0,1,11,13,56095531.1690169
"3713",3713,2,0,21.2890270987991,1,1,15,5,50938006.6651033
"3714",3714,2,0,19.0596038701478,1,2,14,11,45701383.6343701
"3715",3715,4,0,19.1583578314167,0,3,9,11,67163286.8535179
"3716",3716,2,1,46.6733026904985,0,1,11,10,64243376.2196102
"3717",3717,1,0,41.0813480075449,0,1,9,19,41621774.7857367
"3718",3718,2,0,30.227300430648,0,2,12,13,53862922.2287812
"3719",3719,1,0,20.9567371578887,1,1,15,16,43645294.1760849
"3720",3720,1,0,40.7072183976416,0,1,18,17,44709085.342263
"3721",3721,2,1,42.2142199166119,1,1,12,13,40270066.948262
"3722",3722,3,1,61.834095275728,1,2,13,6,36797924.0211357
"3723",3723,2,1,45.8833400011063,0,1,13,9,50270740.5210763
"3724",3724,1,0,48.0072037433274,1,1,7,11,30593111.5052608
"3725",3725,1,0,43.4356571522076,1,1,9,14,41261463.5974579
"3726",3726,2,1,35.1912543838844,0,2,21,12,51131137.0375188
"3727",3727,4,0,31.1836397266015,0,3,10,14,74046394.8604809
"3728",3728,4,0,60.2487880780827,0,3,14,9,67259790.5859265
"3729",3729,2,1,25.4954259423539,1,3,14,12,43287009.3112735
"3730",3730,3,0,50.9427912340034,0,3,17,14,68914626.6998986
"3731",3731,2,0,58.9024115840439,1,1,20,11,39409870.752731
"3732",3732,1,1,47.6094326735474,0,1,14,10,42559317.5174351
"3733",3733,4,0,27.136018245481,1,3,15,8,63831538.4445172
"3734",3734,1,1,19.6320570071694,0,2,18,9,44808448.636309
"3735",3735,4,1,47.9434986230917,0,2,17,19,78890845.1681963
"3736",3736,2,0,27.3411521834787,1,3,15,16,58783835.376182
"3737",3737,1,0,40.4663832751103,0,3,13,12,57536736.7069955
"3738",3738,2,0,21.0919133275747,1,3,10,9,50906560.4722648
"3739",3739,2,1,45.2497439226136,0,3,13,8,58025788.8906463
"3740",3740,4,0,51.779600272188,0,2,9,6,52120524.7823655
"3741",3741,3,0,51.6338077271357,1,3,19,11,55791058.8611403
"3742",3742,2,0,26.9257378040347,0,2,13,12,61777036.1190756
"3743",3743,1,0,19.1194538983982,0,1,11,10,39232380.2253031
"3744",3744,4,1,19.5165018818807,0,3,8,13,75695736.4400276
"3745",3745,3,0,31.8153483760543,1,3,11,17,57975181.6132549
"3746",3746,1,1,54.9065242423676,0,1,12,7,37686557.542722
"3747",3747,2,0,61.691737000132,1,3,12,10,35717606.6886609
"3748",3748,2,1,59.4339578738436,0,1,11,13,40292634.2750587
"3749",3749,1,0,52.7279139049351,1,1,8,7,26108922.885145
"3750",3750,3,1,58.1938359097112,1,3,19,9,58814880.7049444
"3751",3751,1,1,55.7084051808342,0,2,10,12,34744095.6133214
"3752",3752,2,0,21.8182242591865,0,2,12,12,55130315.3900784
"3753",3753,1,0,26.6217693304643,0,3,17,13,46505380.9160869
"3754",3754,3,1,49.1157209977973,0,3,12,11,53349585.0126306
"3755",3755,2,1,20.9042145255953,0,2,16,12,67980543.7789216
"3756",3756,2,1,33.9462831942365,0,1,15,9,46045567.9106978
"3757",3757,3,1,30.8455392650794,0,3,15,6,69617209.7084269
"3758",3758,3,1,58.8579425676726,0,3,14,13,67816865.5059187
"3759",3759,1,1,29.6676642345265,0,2,16,12,42998170.9780631
"3760",3760,1,1,61.8532278484199,0,1,12,8,26459048.5870015
"3761",3761,2,1,45.7398316094186,0,1,21,7,53567564.3851236
"3762",3762,3,0,41.0066195556428,0,1,10,8,51890971.6890346
"3763",3763,2,1,31.6710196242202,1,3,9,10,51407609.8132663
"3764",3764,3,0,48.277764756931,1,3,19,19,61512804.1847224
"3765",3765,1,1,38.6201503409538,0,1,16,13,46142222.556942
"3766",3766,1,0,41.7440684230532,0,1,12,3,29564151.7868174
"3767",3767,2,1,27.9275673716329,1,3,19,8,66645772.6656653
"3768",3768,3,1,28.9342571676243,0,3,11,13,56723136.2458077
"3769",3769,2,0,42.4089321871288,1,2,18,10,47668459.9389625
"3770",3770,3,1,39.9229705568869,0,3,15,14,53868386.0817591
"3771",3771,1,1,51.1322870892473,1,3,13,10,33411364.8236822
"3772",3772,4,1,52.5012404471636,0,3,15,10,75177549.1192871
"3773",3773,2,1,47.4959495933726,1,2,15,7,50035681.8689065
"3774",3774,3,1,41.7004232308827,0,1,11,18,62993487.3563535
"3775",3775,2,0,48.3180954398122,1,3,15,9,56543500.9120716
"3776",3776,2,0,52.0783268506639,0,3,13,13,48057403.4782728
"3777",3777,4,0,28.8611345952377,0,2,10,11,75488631.6626341
"3778",3778,2,1,31.9865533637349,1,3,14,12,47256596.5008216
"3779",3779,2,1,25.4213301709387,0,3,14,15,50878989.7731308
"3780",3780,4,1,40.2612534419168,1,3,13,8,70479068.9975717
"3781",3781,3,1,61.3184755763505,0,3,11,17,50253021.2982161
"3782",3782,1,0,45.4484294934664,1,2,14,11,47345406.3956371
"3783",3783,2,1,28.9651753441431,0,3,15,8,63546043.3138512
"3784",3784,2,1,60.9973499120679,1,1,16,12,40319193.1695498
"3785",3785,2,0,47.0661367420107,0,3,15,17,43867105.9009863
"3786",3786,1,1,54.6112996926531,0,2,16,12,37568168.352542
"3787",3787,3,0,58.4217844898812,1,3,20,12,50155734.3012311
"3788",3788,2,0,57.2152614097577,1,1,17,13,31965291.9600765
"3789",3789,1,1,24.0279204694089,1,2,12,11,27533640.6467099
"3790",3790,1,0,38.6950928634033,0,3,17,10,53890532.5185055
"3791",3791,4,1,38.6342051005922,1,1,12,18,55946659.0913446
"3792",3792,2,1,33.6982065162156,0,3,14,9,51077546.5621127
"3793",3793,3,0,43.4556798967533,0,3,17,14,70335083.9490627
"3794",3794,2,1,59.0251216234174,0,1,14,12,45837850.2464247
"3795",3795,1,0,51.6267593177035,0,3,12,12,29918161.1294331
"3796",3796,2,1,51.4716112229507,0,2,15,16,64341817.5892822
"3797",3797,1,1,33.3983510064427,1,2,5,15,33419968.8689525
"3798",3798,2,1,48.3861592614558,1,1,12,12,38913597.5357066
"3799",3799,2,1,44.3119387789629,0,2,14,15,55808181.2231204
"3800",3800,2,0,23.2140203537419,0,3,18,16,57874460.1604728
"3801",3801,1,1,47.5285893348046,1,1,18,8,44577421.9750845
"3802",3802,2,0,33.2230814315844,1,2,14,13,54479888.1975152
"3803",3803,1,1,61.5764274222311,1,2,13,11,24816657.3014871
"3804",3804,3,1,28.5956550489645,0,1,20,14,67051871.7009932
"3805",3805,2,1,42.9757175305858,1,2,11,18,44734905.2078777
"3806",3806,1,1,23.0519031023141,1,2,10,12,47748739.699838
"3807",3807,2,0,19.2061167883221,0,1,19,11,53742059.2010417
"3808",3808,2,1,35.1888241495471,0,3,17,10,76658639.1415658
"3809",3809,2,1,56.0752512360923,1,3,21,15,55759102.2102924
"3810",3810,2,1,49.3932353595737,0,3,14,6,56008188.0601824
"3811",3811,3,1,43.1980267805047,0,1,20,12,51136243.1716137
"3812",3812,1,1,35.9110415200703,1,2,15,14,30111451.9492577
"3813",3813,2,1,54.010556565132,1,1,7,14,37079596.7072286
"3814",3814,2,1,48.5084116351791,1,1,17,11,51835585.4898132
"3815",3815,1,1,49.5596496802755,1,2,17,18,40273775.4137613
"3816",3816,2,1,39.5140230562538,1,2,16,14,54528027.0826497
"3817",3817,2,1,24.0866872898769,0,1,15,11,53978775.9556643
"3818",3818,1,0,60.2588918034453,1,1,14,9,25608622.1942741
"3819",3819,4,1,60.2543831064831,0,3,11,10,75190331.8153326
"3820",3820,1,0,52.2222785912454,0,3,17,14,45805445.8451977
"3821",3821,2,1,48.4736222177744,0,1,12,6,39376738.3096232
"3822",3822,2,1,52.5481513414998,1,1,16,14,46622882.5095274
"3823",3823,3,1,38.3987623692956,1,1,17,12,66530647.7508715
"3824",3824,2,0,60.709464011481,0,1,13,9,37039866.9963856
"3825",3825,1,0,39.1037677549757,1,1,13,15,38994427.4449228
"3826",3826,1,1,56.6148493697401,0,2,13,9,36045218.8463228
"3827",3827,2,1,52.2624230561778,0,3,13,10,39553848.2307261
"3828",3828,4,0,32.5545079156291,0,2,14,9,71878364.0600764
"3829",3829,1,1,20.1729477236513,0,2,19,16,53415498.8464717
"3830",3830,2,0,57.5436065236572,1,3,17,11,42391611.8725041
"3831",3831,2,1,53.9230136252008,1,3,12,13,44782386.1061192
"3832",3832,1,0,30.9132915721275,0,2,13,17,47733576.8311775
"3833",3833,2,1,45.9327025448438,0,2,13,12,46987286.2081222
"3834",3834,1,0,32.7910973990802,0,3,19,9,51228770.2436263
"3835",3835,2,1,49.4866843319032,0,3,13,16,49203909.891614
"3836",3836,1,0,59.4524688189849,1,1,12,15,34433339.9051403
"3837",3837,1,1,58.2243866161443,0,1,16,15,29275979.2736895
"3838",3838,3,1,41.7794540482573,1,2,16,15,59147043.7451769
"3839",3839,2,1,35.8077281725127,1,1,15,18,50774221.9369828
"3840",3840,1,1,35.4722917289473,1,1,14,8,38103574.3330339
"3841",3841,1,0,40.1047056689858,0,3,15,11,50530343.4672831
"3842",3842,3,1,43.0267484069336,0,3,13,11,64884457.9877514
"3843",3843,2,1,46.8322370667011,1,2,12,16,46660751.2812307
"3844",3844,2,1,34.2536072351504,0,3,14,11,57230439.0438723
"3845",3845,2,0,56.285961921094,0,2,23,13,55074248.2884281
"3846",3846,3,1,29.038185705198,0,3,16,14,66677867.5152183
"3847",3847,1,1,25.29688998661,1,1,15,8,41620991.9381703
"3848",3848,2,1,49.5077071669511,1,1,15,12,41303513.286651
"3849",3849,2,1,47.3298474480398,0,1,13,7,47617072.0903465
"3850",3850,2,1,38.5089793268126,0,1,15,12,58644434.9368629
"3851",3851,2,1,20.0967566599138,0,1,15,10,45458984.9846899
"3852",3852,3,0,32.213211233262,1,3,8,8,59953585.828179
"3853",3853,2,0,30.5519755692221,0,3,17,8,65506228.3628916
"3854",3854,1,1,41.1302589527331,0,1,12,14,33135835.8444714
"3855",3855,1,1,29.3610265369061,0,1,13,11,37154147.0294054
"3856",3856,4,1,46.5382715505548,0,3,9,13,67632166.3530484
"3857",3857,3,1,36.5090375123546,0,3,14,12,65594673.1091227
"3858",3858,2,0,52.4840807334986,0,2,14,15,40514614.7964809
"3859",3859,1,1,43.0134288377594,0,1,17,17,50887407.5008545
"3860",3860,3,0,31.512722203508,1,1,11,9,62665949.105982
"3861",3861,2,0,55.6797667325009,1,1,13,12,46979330.6055141
"3862",3862,1,1,25.0968826788012,1,1,12,11,38670116.8212894
"3863",3863,1,1,36.4639174339827,0,3,16,11,39072381.0688606
"3864",3864,1,0,33.9494514123071,0,2,14,9,40262547.4606497
"3865",3865,4,1,57.4145817735698,0,2,9,10,57515410.7575341
"3866",3866,2,1,32.6870383387432,0,2,14,6,57157269.2059241
"3867",3867,2,0,41.9989181382116,0,1,12,10,51261274.5762752
"3868",3868,3,1,33.6695377023425,0,1,14,13,57690692.3350954
"3869",3869,2,1,50.8796152931172,1,1,11,13,47465401.408255
"3870",3870,1,1,23.5609484971501,0,3,8,14,39240520.0634928
"3871",3871,2,1,42.4704961713869,0,3,12,11,53013792.7223476
"3872",3872,2,1,44.4200885670725,1,1,15,14,41672072.215189
"3873",3873,1,1,47.7535258596763,0,2,14,11,34419184.3808138
"3874",3874,4,1,39.4085399992764,0,2,16,13,84188317.0384744
"3875",3875,2,1,44.5912554801907,1,1,11,14,44467629.8927279
"3876",3876,2,1,46.9951568774413,0,2,16,14,63331321.9839828
"3877",3877,2,1,24.9973375715781,0,1,10,12,62325093.9608341
"3878",3878,2,1,52.5097542516887,1,3,11,15,53018727.6729978
"3879",3879,4,0,22.5805475695524,0,3,15,9,73462281.9134058
"3880",3880,3,1,45.9647341645323,0,3,12,13,61673334.1847481
"3881",3881,2,0,48.583445454482,0,1,9,15,41371269.6062353
"3882",3882,1,0,19.4755814687815,1,3,14,12,54271699.9954762
"3883",3883,1,0,26.1479841941036,1,1,11,10,40939172.8196889
"3884",3884,3,1,60.7335201366805,1,1,16,7,53694676.7605145
"3885",3885,2,1,36.2818328628782,0,3,14,18,56249587.1296887
"3886",3886,2,0,35.4613267856184,1,1,10,12,52489954.7738025
"3887",3887,2,1,58.3887136238627,0,2,17,7,51732513.5453128
"3888",3888,1,0,60.3712516890373,1,1,16,19,36438288.7180112
"3889",3889,1,0,23.5870334468782,1,1,16,9,47636395.1375299
"3890",3890,2,1,25.6276371118147,0,1,15,11,56409520.704896
"3891",3891,1,0,33.9097461113706,0,1,12,13,47905966.4288574
"3892",3892,2,0,51.2986655780114,1,1,8,10,34016007.8723836
"3893",3893,2,1,21.6163411759771,1,3,17,11,55099141.15529
"3894",3894,1,0,57.7403575303033,1,3,6,12,37857257.9921838
"3895",3895,1,0,35.7270658756606,0,1,15,14,37943067.9753266
"3896",3896,2,0,45.5194182884879,0,1,16,14,57153542.2779205
"3897",3897,2,1,22.125628744252,1,1,12,14,40956662.7375616
"3898",3898,2,0,55.4734927401878,1,2,20,12,44672746.8903393
"3899",3899,2,1,59.077498214785,0,1,12,12,56054354.2671941
"3900",3900,2,0,48.3117878574412,1,2,13,17,39912457.0622395
"3901",3901,4,1,57.079935895279,0,3,13,12,62414011.6725923
"3902",3902,1,1,20.0517232229467,0,1,16,15,36443247.8244279
"3903",3903,1,0,33.0407125677448,1,3,14,12,45956311.5563305
"3904",3904,1,1,46.6028554292861,1,3,15,14,33166730.040179
"3905",3905,2,1,42.5923226266168,0,1,14,9,42272987.0924698
"3906",3906,2,1,27.4744909727015,1,3,9,9,49969081.9314392
"3907",3907,3,1,40.8182735962328,0,3,19,15,70739802.4954028
"3908",3908,4,1,53.926300762454,0,2,11,11,55666312.1508384
"3909",3909,3,1,23.0209477122407,0,3,13,9,68477687.8491942
"3910",3910,2,0,37.8995143312495,1,1,15,11,43484541.6564921
"3911",3911,3,1,20.619095453294,1,3,18,16,64506132.0685484
"3912",3912,1,1,49.9589112645481,1,1,12,14,34331166.2746039
"3913",3913,2,1,60.75508661801,1,3,14,12,40158568.6142022
"3914",3914,2,1,60.9361731810495,0,3,14,13,48225691.0191489
"3915",3915,4,0,35.0578467641026,1,3,15,14,75661356.4210056
"3916",3916,2,1,41.0812648902647,0,1,21,11,53412128.1213579
"3917",3917,4,1,21.4794088609051,0,2,16,11,74078095.661304
"3918",3918,2,1,20.5183120868169,1,1,12,16,50976627.7761798
"3919",3919,2,0,56.235918880906,0,3,15,17,48101379.9722231
"3920",3920,4,0,60.0752450439613,0,3,9,17,57954388.1137826
"3921",3921,2,1,26.6101853526197,1,1,12,12,47333391.7223743
"3922",3922,1,0,46.3536106140818,0,1,13,13,38982624.0637825
"3923",3923,1,0,49.1361906854436,0,2,12,14,49863242.6961175
"3924",3924,2,0,50.8526588534005,0,3,6,12,50394778.5090907
"3925",3925,2,1,31.9909277134575,0,1,20,12,62944413.3819914
"3926",3926,2,0,30.7688290337101,1,3,18,11,56127342.0296781
"3927",3927,2,1,40.9165632340591,1,1,9,11,41427986.9677772
"3928",3928,3,0,22.0312834028155,0,2,13,16,59529688.9991776
"3929",3929,4,1,56.8650516755879,1,3,13,12,63340310.1815445
"3930",3930,1,1,48.6251425866503,1,1,17,9,45502355.2878959
"3931",3931,1,1,37.4695967072621,1,1,21,11,31754331.2858955
"3932",3932,4,0,35.4531285103876,1,3,18,6,73044565.3099578
"3933",3933,2,1,19.2051088886801,1,2,14,16,39930561.0399229
"3934",3934,1,1,27.2203009095974,1,2,15,12,35803004.8767615
"3935",3935,2,0,53.4994079887401,1,1,16,14,49506640.2826563
"3936",3936,1,0,32.0957026516553,1,1,9,5,31040072.5364601
"3937",3937,2,1,20.4550225329585,1,1,11,9,43012553.3136858
"3938",3938,3,1,58.5438509960659,0,2,11,16,59531456.4200026
"3939",3939,1,0,27.1011327656452,0,1,21,10,50171611.5975959
"3940",3940,3,0,38.9042150191963,0,2,12,8,57267630.9165585
"3941",3941,1,1,28.0381596684456,0,2,21,5,54160718.3204618
"3942",3942,4,1,21.7325857782271,0,3,13,11,72428070.3444074
"3943",3943,1,1,35.9468991477042,1,3,21,14,36293495.1779059
"3944",3944,1,1,44.7300041611306,1,2,15,12,50493756.2070285
"3945",3945,3,1,58.4774707248434,0,2,13,15,40340050.4548378
"3946",3946,1,0,43.1073041791096,0,1,10,11,43327016.4714103
"3947",3947,2,1,35.50204583304,0,1,12,17,47179004.6885127
"3948",3948,2,1,35.302834296599,1,1,12,12,59479683.534071
"3949",3949,1,0,35.2363824516069,0,3,16,16,53982097.2370547
"3950",3950,4,1,33.4340170798823,1,2,19,6,68683751.9841222
"3951",3951,3,0,24.8109449483454,0,3,13,8,65287735.9825722
"3952",3952,3,1,52.6540982413571,0,2,19,13,59894155.1261644
"3953",3953,4,1,30.5594607498497,0,3,11,11,77324302.4025496
"3954",3954,2,0,21.1400902036112,1,1,16,11,48293969.075706
"3955",3955,2,1,46.3069608653896,1,1,17,15,39002964.315892
"3956",3956,2,0,31.5371373088565,0,1,13,11,50139050.834598
"3957",3957,2,1,23.0281620058231,0,1,9,15,57834356.590056
"3958",3958,2,0,51.8624891149811,0,3,18,8,61692231.5923867
"3959",3959,1,1,27.0952518726699,1,1,10,9,40583512.0457214
"3960",3960,1,1,25.2471114459913,0,1,16,16,59329506.7526404
"3961",3961,4,1,52.3562573494855,0,3,18,15,69353088.8922378
"3962",3962,2,1,19.2117925211787,1,3,11,11,46971810.4340513
"3963",3963,1,0,27.823661290342,1,1,16,9,35294135.0098146
"3964",3964,1,1,38.3174485799391,1,1,8,8,34668325.2243175
"3965",3965,2,1,41.5612427445594,0,1,18,13,55787306.4398315
"3966",3966,1,1,40.3189731969032,0,1,8,12,46370441.1477939
"3967",3967,2,1,44.7689620472956,1,1,13,9,41251683.392151
"3968",3968,2,1,43.6051702597179,1,1,9,11,37540025.3480714
"3969",3969,2,1,20.2584143534768,1,1,9,11,38341958.9878661
"3970",3970,1,1,28.9493424934335,0,3,14,9,45358835.606297
"3971",3971,1,1,41.8961979248561,1,3,16,13,36683631.6472679
"3972",3972,1,0,48.9971394704189,1,1,15,10,38776799.4811041
"3973",3973,1,0,38.8483118503354,1,1,18,6,45480214.3240764
"3974",3974,3,0,28.4916532556526,1,1,8,14,45251900.1596373
"3975",3975,2,1,47.5242506868672,0,1,14,8,51238896.2677646
"3976",3976,2,0,50.9699117457494,0,2,11,9,45884028.6421476
"3977",3977,1,1,60.9371368689463,1,2,13,11,32025543.3104493
"3978",3978,2,0,20.3494564387947,0,2,14,13,44016606.9543363
"3979",3979,1,0,58.868070020806,0,3,14,15,49380252.1354396
"3980",3980,3,0,51.4800950824283,0,1,10,15,65997492.2891336
"3981",3981,4,1,30.9050481540617,0,2,12,10,61434830.4805918
"3982",3982,3,1,37.0834776649717,0,2,14,11,52982285.3039564
"3983",3983,1,0,39.4335833198857,1,2,17,13,43989888.915325
"3984",3984,3,0,45.7718488322571,0,3,22,16,69878184.8133514
"3985",3985,2,1,27.0250653065741,0,1,10,12,51713789.1221239
"3986",3986,4,0,24.5762667618692,0,1,14,14,69605009.0678788
"3987",3987,2,0,55.0757474305574,0,3,14,11,50838697.1629599
"3988",3988,4,1,41.9170972653665,1,1,14,8,64282379.7665109
"3989",3989,4,1,31.7170167090371,0,3,16,13,87306046.5213556
"3990",3990,2,0,61.6767611524556,0,3,14,14,54895474.1125745
"3991",3991,2,1,51.9714724486694,1,2,18,12,46554867.2641669
"3992",3992,1,1,52.5910609827843,0,3,14,12,50715496.9063129
"3993",3993,1,1,27.3935155093204,1,1,13,12,43803521.4408141
"3994",3994,2,0,37.7926549534313,0,1,18,14,48071756.9148466
"3995",3995,2,1,22.0229262015782,1,3,12,15,54018477.3536422
"3996",3996,2,1,61.7681076540612,0,1,18,19,46325468.1823629
"3997",3997,4,1,38.4962215251289,0,2,19,13,82060158.4077857
"3998",3998,2,0,34.6742004158441,0,1,17,10,59152412.6428413
"3999",3999,2,0,19.3249342218041,0,1,12,6,39179825.5677901
"4000",4000,3,1,27.9116807279643,0,3,19,15,62131080.9818003
"4001",4001,2,1,39.2269732942805,0,3,8,6,69559765.4923465
"4002",4002,1,0,33.1427889275365,1,1,18,12,42503323.3166901
"4003",4003,1,0,39.292690068949,1,1,12,14,37327227.2190694
"4004",4004,3,0,46.4419618400279,0,2,11,16,56741201.2389326
"4005",4005,1,1,42.7156283832155,0,3,19,9,59914089.8476127
"4006",4006,2,0,33.0808587446809,1,1,19,16,60630280.7333836
"4007",4007,2,0,39.9631579520646,0,1,19,16,66950064.3195645
"4008",4008,4,1,49.6381077873521,0,3,18,10,65897534.4755819
"4009",4009,2,0,40.4962149800267,0,3,12,12,52115026.3664079
"4010",4010,4,0,30.1617758309003,1,1,15,17,59186488.2705347
"4011",4011,1,0,53.9361846905667,1,2,16,6,32177214.2346519
"4012",4012,4,0,32.6797757185996,0,3,14,12,70613791.7993622
"4013",4013,2,1,33.9631726716179,1,1,10,10,55147528.77083
"4014",4014,1,1,54.3854143472854,0,3,15,12,44508323.1132235
"4015",4015,1,1,58.4505196313839,1,2,16,11,32456598.439455
"4016",4016,2,1,49.8429204593413,0,1,13,12,49328709.6832099
"4017",4017,3,1,34.2717896758113,1,3,14,15,54821310.8061293
"4018",4018,2,0,60.9959142617881,1,1,16,7,34371892.8924185
"4019",4019,2,1,29.2866162273567,0,1,13,12,48907705.5094428
"4020",4020,2,1,34.1130881221034,0,2,11,13,48550108.0011085
"4021",4021,1,1,50.7815025022719,1,2,15,13,46102692.3437073
"4022",4022,1,1,21.6059101175051,0,1,20,7,48770028.2230079
"4023",4023,2,0,33.2723604575731,1,1,15,13,45411456.2288275
"4024",4024,2,1,55.0818906605709,0,3,12,12,50714123.5057052
"4025",4025,2,1,55.2486512665637,0,2,14,9,45181383.3679528
"4026",4026,2,1,57.103705825517,1,1,14,11,30858325.4796764
"4027",4027,3,1,31.6268640146591,1,1,13,13,61513327.7242293
"4028",4028,1,1,40.2462760624476,1,2,16,14,42024329.4154859
"4029",4029,2,1,44.089415058028,1,2,17,13,52758513.1507512
"4030",4030,2,0,30.5943432461936,1,1,19,6,52369997.8648088
"4031",4031,3,1,60.0588588055689,0,1,10,10,49566127.444368
"4032",4032,1,0,47.7804850125685,0,3,21,10,57777170.8240871
"4033",4033,2,0,22.4916890398599,1,1,16,15,47860253.2473051
"4034",4034,1,1,48.9185446533374,1,3,11,15,42524114.9197282
"4035",4035,2,1,53.6870736018755,1,1,13,15,35090070.9855337
"4036",4036,3,0,53.184943160275,1,2,16,15,53411313.9149923
"4037",4037,1,1,57.1775434047449,1,1,10,14,20983073.8456678
"4038",4038,1,0,36.4499440796208,1,1,22,12,35089499.0098748
"4039",4039,2,0,54.6912029210944,0,3,15,13,51176370.2664047
"4040",4040,2,1,30.1119394525886,1,2,16,15,56116854.8458011
"4041",4041,4,0,26.6181622187141,0,3,20,11,80835462.8809893
"4042",4042,3,1,21.0218473926652,1,3,13,10,61166532.0324919
"4043",4043,1,0,42.6743822889403,1,1,11,16,26419997.9599503
"4044",4044,2,1,20.6050717900507,1,1,14,6,29363146.2195014
"4045",4045,1,0,36.4339826884679,0,2,13,13,38885786.0903225
"4046",4046,1,1,45.458302358631,1,3,18,13,43739571.0059604
"4047",4047,2,1,36.4298116767313,0,1,10,9,47784790.2490527
"4048",4048,2,1,20.9823615485802,1,3,10,14,40219262.1616692
"4049",4049,1,0,56.0406413187739,1,3,20,12,36853094.5782315
"4050",4050,2,1,20.3279118130449,1,1,18,11,47178178.6190266
"4051",4051,3,1,57.0031494747382,1,3,17,15,50093948.3174521
"4052",4052,1,1,32.4339969099965,1,3,13,11,38576434.1745893
"4053",4053,3,0,35.3158177223522,1,3,12,14,54539839.8221354
"4054",4054,2,0,52.7404362109955,0,1,15,14,42258575.2957841
"4055",4055,2,1,61.5188847444952,0,3,11,13,38474559.3332979
"4056",4056,2,1,58.4909550468437,1,1,13,13,34732386.65685
"4057",4057,3,1,54.7663155326154,1,1,8,15,49129332.3810338
"4058",4058,2,0,53.0331546375528,1,2,11,12,42409119.2429426
"4059",4059,1,1,49.4044381713029,1,1,17,10,44470138.5595471
"4060",4060,2,1,60.5201474160422,1,3,22,12,56577550.7733179
"4061",4061,1,0,46.95405156794,0,1,15,13,50433739.5844134
"4062",4062,1,1,36.2300810026936,0,1,13,15,48314161.1112025
"4063",4063,1,0,37.7330273455009,0,1,9,8,45965350.4662928
"4064",4064,2,0,58.0272178505547,1,3,15,12,40420584.075657
"4065",4065,2,0,61.0495324463118,1,1,13,15,43105860.3184612
"4066",4066,3,1,33.7776690588798,0,1,12,7,54649042.8017601
"4067",4067,1,1,46.6479912460782,1,1,12,11,41272491.9640873
"4068",4068,3,1,30.5831420163158,1,1,22,10,64414157.0849409
"4069",4069,2,0,54.7662999243475,1,3,15,11,40797302.1331071
"4070",4070,4,1,28.0060647246428,0,2,14,15,65471706.0859947
"4071",4071,1,1,48.4952778634615,0,3,15,11,39808892.573358
"4072",4072,2,1,30.8279039748013,1,3,16,21,52645324.7752706
"4073",4073,1,0,39.979154574452,1,3,11,7,38399402.6565075
"4074",4074,2,1,23.1979098180309,0,2,9,14,62919638.8607299
"4075",4075,4,1,44.8622105449904,0,3,15,8,78580532.0616925
"4076",4076,2,0,37.6772028987762,1,2,12,8,46722748.8749267
"4077",4077,2,1,35.2897578920238,0,1,12,10,53984045.7913439
"4078",4078,2,1,50.1634723921306,1,1,17,9,44035246.254805
"4079",4079,2,1,25.2133353846148,0,1,12,16,50671469.3282078
"4080",4080,1,0,25.786535395775,0,1,11,12,44386797.1937619
"4081",4081,4,1,34.8667031703517,0,2,11,13,67436617.7683372
"4082",4082,2,1,21.7785990019329,0,3,12,9,50065499.5966446
"4083",4083,3,0,51.7986172095407,0,3,14,6,48568233.3035603
"4084",4084,4,1,57.2455856311135,0,1,10,13,58422737.7991605
"4085",4085,2,0,45.9780466053635,0,1,19,13,54729460.1057709
"4086",4086,4,1,24.9678571477998,1,2,14,11,65521977.7547619
"4087",4087,1,1,30.3520880416036,0,2,15,14,35663078.0072077
"4088",4088,2,0,47.5022843875922,0,3,9,14,53664738.4875709
