"","id","gender","age","education","district","mth_income","voted_for","satisfaction","support_incumbent"
"6436",6436,"Female",31.5482230186462,"University","Southeast",14115224.2758666,0,"Low","Unlikely"
"6437",6437,"Female",43.5761929126456,"University","North",15437229.908854,1,"Medium","Unlikely"
"6438",6438,"Female",53.5172183131799,"University","West",16266702.4823275,1,"Medium","Indifferent"
"6439",6439,"Male",29.7663798690774,"Postgraduate","West",23889617.615577,1,"Medium","Very Unlikely"
"6440",6440,"Male",28.1596587398089,"University","North",13680533.2119022,1,"Very High","Unlikely"
"6441",6441,"Female",34.6282166684978,"High School","West",8485821.9502776,0,"High","Indifferent"
"6442",6442,"Female",32.7643625796773,"High School","North",8264114.98199733,1,"High","Very Likely"
"6443",6443,"Female",34.0694250613451,"University","Southeast",14421594.6039008,1,"Very High","Unlikely"
"6444",6444,"Female",31.9344521313906,"High School","Southeast",8163828.57499719,1,"Very High","Very Unlikely"
"6445",6445,"Male",46.2642371626571,"High School","Central",9685180.406365,1,"Low","Indifferent"
"6446",6446,"Male",27.0140943843871,"Doctorate","North",37527087.4084438,1,"Very High","Unlikely"
"6447",6447,"Female",54.8521718797274,"University","Central",16360127.3159453,0,"Medium","Very Unlikely"
"6448",6448,"Male",26.6715546986088,"University","Central",13481137.9957138,0,"Medium","Very Unlikely"
"6449",6449,"Female",50.6061882828362,"Doctorate","Southeast",40047452.5522647,1,"Low","Likely"
"6450",6450,"Male",33.1107776872814,"High School","Southeast",8305996.16544944,0,"High","Indifferent"
"6451",6451,"Female",37.4143674951047,"University","Central",14802645.4810311,1,"Very High","Indifferent"
"6452",6452,"Female",43.3981274962425,"Postgraduate","Central",25419125.8160659,1,"High","Unlikely"
"6453",6453,"Female",34.8853612258099,"University","West",14516459.3384117,0,"Low","Indifferent"
"6454",6454,"Female",29.9685178347863,"High School","North",7915848.34216068,1,"High","Indifferent"
"6455",6455,"Female",46.6111068320461,"High School","West",9714709.67168735,0,"High","Unlikely"
"6456",6456,"Male",23.5816293274984,"University","Central",13049561.4395017,0,"Low","Very Likely"
"6457",6457,"Male",53.2540400065482,"University","Central",16247853.2489571,1,"Medium","Indifferent"
"6458",6458,"Female",40.5668881773017,"University","Central",15138369.2389653,0,"Low","Indifferent"
"6459",6459,"Female",44.7246989724226,"Postgraduate","Southeast",25545209.6880703,1,"Medium","Unlikely"
"6460",6460,"Female",46.5694318949245,"University","North",15711379.0359402,1,"Medium","Unlikely"
"6461",6461,"Male",28.9216870879754,"University","Central",13780650.5773077,1,"Medium","Very Likely"
"6462",6462,"Female",34.5737049374729,"High School","Central",8480207.44286327,0,"Very Low","Unlikely"
"6463",6463,"Female",51.0354366460815,"Doctorate","Southeast",40080737.1256896,1,"Medium","Very Unlikely"
"6464",6464,"Female",32.2984277145006,"High School","Central",8207357.30657237,1,"Very High","Indifferent"
"6465",6465,"Male",50.8404511539266,"High School","West",10066792.966001,0,"Medium","Very Unlikely"
"6466",6466,"Male",31.4460780844092,"High School","Southeast",8103407.64779687,0,"Medium","Unlikely"
"6467",6467,"Female",64.0043304832652,"University","Central",16884691.2776372,0,"Very High","Indifferent"
"6468",6468,"Female",33.4795368378982,"University","Central",14351113.9178299,0,"Very High","Unlikely"
"6469",6469,"Male",37.9294364075176,"Postgraduate","Central",24858360.7713504,1,"Very High","Unlikely"
"6470",6470,"Male",51.0694426083937,"University","North",16084318.7935133,1,"Very High","Very Unlikely"
"6471",6471,"Female",63.8666996597312,"Doctorate","Central",40878380.919623,1,"Low","Indifferent"
"6472",6472,"Male",46.7669444666244,"High School","Southeast",9729359.5080867,0,"Very Low","Unlikely"
"6473",6473,"Female",36.5275357589126,"High School","Central",8704173.31994917,0,"Very Low","Indifferent"
"6474",6474,"Female",52.7722907937132,"University","North",16212812.5896822,0,"High","Likely"
"6475",6475,"Female",47.8640352310613,"University","Southeast",15824404.2542605,1,"Very Low","Very Unlikely"
"6476",6476,"Male",39.7124217702076,"High School","Southeast",9049109.53005746,0,"Low","Unlikely"
"6477",6477,"Female",25.0719860526733,"University","Central",13259769.7944073,0,"Very Low","Indifferent"
"6478",6478,"Female",29.673373226542,"University","Central",13878195.1902293,1,"Very High","Very Unlikely"
"6479",6479,"Female",54.8087975676171,"University","North",16355949.9570957,0,"Medium","Indifferent"
"6480",6480,"Female",58.4478306118399,"High School","Southeast",10590574.2449023,0,"Medium","Indifferent"
"6481",6481,"Male",60.8930376181379,"High School","North",10729198.1134202,0,"High","Very Unlikely"
"6482",6482,"Female",60.3481329497881,"Doctorate","Southeast",40699446.1063057,0,"Medium","Very Unlikely"
"6483",6483,"Male",44.4358614725061,"High School","West",9518803.10659779,0,"High","Unlikely"
"6484",6484,"Female",41.8131157797761,"University","West",15265409.4119766,0,"Low","Very Unlikely"
"6485",6485,"Female",34.3194288308732,"High School","Central",8450313.5185708,0,"Very Low","Very Unlikely"
"6486",6486,"Female",55.4619838423096,"High School","Central",10401611.1896478,1,"High","Very Unlikely"
"6487",6487,"Male",52.3204722506925,"University","Central",16179443.8171887,1,"Medium","Unlikely"
"6488",6488,"Female",56.0985615868121,"University","Central",16442298.1225798,0,"High","Unlikely"
"6489",6489,"Male",45.9670440242626,"University","Central",15657192.1172258,0,"Very Low","Indifferent"
"6490",6490,"Male",29.562340545468,"Postgraduate","Central",23863980.2152862,1,"Medium","Unlikely"
"6491",6491,"Male",42.5566831342876,"University","North",15337977.3922835,0,"Low","Likely"
"6492",6492,"Female",27.0760970949195,"High School","Central",7535228.73832076,1,"Very High","Indifferent"
"6493",6493,"Male",48.0118306404911,"University","West",15836520.32303,1,"Medium","Very Likely"
"6494",6494,"Female",47.0688918652013,"Postgraduate","North",25754789.362139,1,"Medium","Very Likely"
"6495",6495,"Female",32.4846242265776,"University","Central",14230301.2589534,1,"Medium","Indifferent"
"6496",6496,"Male",24.3818418043666,"High School","North",7161737.03431741,1,"Very High","Very Likely"
"6497",6497,"Female",51.49209164083,"High School","West",10116700.0702152,0,"Medium","Very Unlikely"
"6498",6498,"Male",25.0991647089832,"High School","North",7264450.33623282,1,"High","Indifferent"
"6499",6499,"Male",58.2474118722603,"High School","West",10578400.3961607,1,"Very High","Unlikely"
"6500",6500,"Male",31.4261252726428,"University","North",14100170.2169017,0,"Medium","Very Unlikely"
"6501",6501,"Female",29.6213188711554,"University","North",13871889.0090002,0,"Medium","Very Likely"
"6502",6502,"Female",30.9713962199166,"University","North",14042392.8823144,0,"Medium","Unlikely"
"6503",6503,"Male",39.0315652056597,"University","West",14978143.4451597,1,"Very High","Very Unlikely"
"6504",6504,"Female",63.2256230697967,"Doctorate","Central",40847768.1805945,1,"Very Low","Likely"
"6505",6505,"Female",38.2144783888943,"Postgraduate","North",24890873.9008099,0,"Medium","Very Likely"
"6506",6506,"Male",36.4428439768963,"University","Central",14694741.3532509,1,"Very Low","Unlikely"
"6507",6507,"Female",50.3346999660134,"High School","West",10027253.8488179,0,"Low","Unlikely"
"6508",6508,"Female",28.7105093528517,"High School","North",7752972.47704206,0,"Low","Unlikely"
"6509",6509,"Female",28.2000259463675,"University","Central",13684790.2587746,0,"Low","Very Likely"
"6510",6510,"Female",44.7028924161568,"Doctorate","Southeast",39542767.988975,0,"Very Low","Unlikely"
"6511",6511,"Female",48.5543319615535,"High School","Southeast",9881983.57193437,1,"Very High","Indifferent"
"6512",6512,"Male",23.980590228457,"Postgraduate","Southeast",23105830.3770713,1,"Medium","Indifferent"
"6513",6513,"Female",24.5771614215337,"University","Southeast",13190935.821076,0,"Low","Unlikely"
"6514",6514,"Female",32.1551019703038,"University","North",14190347.7742766,1,"High","Likely"
"6515",6515,"Male",47.6958497567102,"High School","Southeast",9809362.07836509,0,"High","Indifferent"
"6516",6516,"Male",52.2575504616834,"University","West",16173520.04477,1,"Very High","Indifferent"
"6517",6517,"Male",37.9202143596485,"Postgraduate","Central",24858510.002918,0,"High","Very Unlikely"
"6518",6518,"Male",29.6079115476459,"Doctorate","West",37870363.0640138,1,"High","Very Unlikely"
"6519",6519,"Male",58.4736871137284,"University","Central",16591175.5122589,1,"Very High","Unlikely"
"6520",6520,"Female",42.9900323324837,"University","Central",15380922.749039,0,"Low","Unlikely"
"6521",6521,"Male",38.7987865349278,"Postgraduate","Southeast",24953955.8442003,1,"Low","Very Unlikely"
"6522",6522,"Male",42.1950458395295,"High School","Central",9302304.9299368,0,"Low","Very Likely"
"6523",6523,"Female",43.0398857831024,"University","Central",15385114.9383266,0,"Low","Very Unlikely"
"6524",6524,"Female",39.8548484435305,"High School","North",9065610.43284987,0,"High","Indifferent"
"6525",6525,"Female",60.9164874968119,"Postgraduate","North",26729992.2058772,1,"Low","Unlikely"
"6526",6526,"Male",27.1353967646137,"Postgraduate","West",23543533.6660272,0,"High","Very Unlikely"
"6527",6527,"Female",33.994239247404,"University","Central",14410850.0848999,0,"Medium","Unlikely"
"6528",6528,"Male",44.0463259811513,"University","Central",15480883.9971099,0,"Medium","Unlikely"
"6529",6529,"Female",61.8860641461797,"Doctorate","Southeast",40781433.257841,1,"Very High","Indifferent"
"6530",6530,"Male",50.5366631438956,"High School","North",10041997.7738014,0,"Very High","Indifferent"
"6531",6531,"Female",44.2860353793949,"University","Central",15504718.2463232,1,"Low","Very Unlikely"
"6532",6532,"Male",26.078113345895,"University","Southeast",13399638.4616903,0,"Low","Indifferent"
"6533",6533,"Male",24.6574604297057,"Doctorate","North",37200835.0091181,1,"High","Very Unlikely"
"6534",6534,"Male",51.1750089991838,"High School","Central",10092758.4805099,0,"Low","Indifferent"
"6535",6535,"Male",61.3103735758923,"High School","North",10750160.5515706,1,"Medium","Indifferent"
"6536",6536,"Female",37.541003563907,"University","North",14816752.1127629,1,"Very High","Indifferent"
"6537",6537,"Male",43.4928028373979,"University","West",15427903.0314098,0,"Low","Indifferent"
"6538",6538,"Male",58.4201506702229,"University","West",16587561.3139226,1,"Low","Unlikely"
"6539",6539,"Male",63.0236688689329,"University","West",16837606.099685,1,"High","Unlikely"
"6540",6540,"Male",38.3996225167066,"High School","North",8910950.36080143,1,"Very High","Indifferent"
"6541",6541,"Female",37.4391707717441,"University","Central",14805040.7441643,0,"High","Very Unlikely"
"6542",6542,"Male",24.5141184721142,"University","North",13181666.860776,0,"Very Low","Indifferent"
"6543",6543,"Female",36.0742500112392,"University","Central",14652099.0559005,0,"Medium","Very Unlikely"
"6544",6544,"Male",59.9249750925228,"University","Central",16676208.9426024,0,"Very High","Indifferent"
"6545",6545,"Male",24.6369015029632,"University","Central",13197974.7610521,0,"Medium","Likely"
"6546",6546,"Female",37.2968906546012,"University","North",14790808.4717373,0,"Medium","Indifferent"
"6547",6547,"Male",43.022061502561,"High School","Central",9384144.9046838,1,"High","Indifferent"
"6548",6548,"Female",62.8352989503182,"University","North",16829266.3422646,0,"High","Very Unlikely"
"6549",6549,"Male",47.3460606788285,"University","Southeast",15779604.4131749,1,"Very High","Indifferent"
"6550",6550,"Male",63.4682186869904,"University","Central",16860191.8143481,1,"Low","Very Unlikely"
"6551",6551,"Male",62.1462158970535,"University","West",16793714.7088114,0,"Very Low","Very Likely"
"6552",6552,"Male",62.9637049781159,"High School","North",10835624.8587593,0,"Very Low","Indifferent"
"6553",6553,"Female",32.8281045728363,"University","Central",14272338.7257443,0,"Low","Very Unlikely"
"6554",6554,"Male",42.1541292159818,"Postgraduate","North",25297986.4284985,1,"High","Very Unlikely"
"6555",6555,"Female",55.8851450439543,"University","West",16428522.1378076,1,"High","Very Unlikely"
"6556",6556,"Male",39.3659044536762,"University","Central",15012902.4590737,1,"Medium","Unlikely"
"6557",6557,"Male",46.8369978023693,"University","Central",15734761.8045061,0,"Very Low","Likely"
"6558",6558,"Male",55.1413659472018,"University","Central",16379833.1001526,1,"Very High","Indifferent"
"6559",6559,"Male",51.5888682985678,"High School","North",10122869.1981629,0,"High","Indifferent"
"6560",6560,"Female",58.4909794032574,"University","Central",16593340.5270059,1,"Very High","Very Unlikely"
"6561",6561,"Female",51.1030998066999,"High School","Southeast",10086559.5221083,0,"High","Very Likely"
"6562",6562,"Male",26.3205985301174,"Postgraduate","Central",23432457.6074917,0,"Medium","Very Likely"
"6563",6563,"Male",35.9273991934024,"High School","Southeast",8636535.61562932,1,"Very High","Unlikely"
"6564",6564,"Female",29.3997234529816,"High School","Central",7842969.39021355,1,"Very High","Unlikely"
"6565",6565,"Female",23.0583381410688,"Postgraduate","Southeast",22973106.2620816,1,"Medium","Indifferent"
"6566",6566,"Male",28.2499340805225,"University","Southeast",13692193.8764874,1,"High","Unlikely"
"6567",6567,"Male",36.2091686311178,"Postgraduate","Central",24668002.3374849,0,"Low","Very Unlikely"
"6568",6568,"Male",27.5757293496281,"High School","Southeast",7602882.59047401,0,"Low","Unlikely"
"6569",6569,"Female",51.0474038426764,"University","North",16082281.0434358,1,"Medium","Very Unlikely"
"6570",6570,"Female",24.5709807053208,"Postgraduate","West",23189842.8811213,1,"Very High","Indifferent"
"6571",6571,"Male",32.964538411703,"University","North",14288623.1390046,0,"Low","Unlikely"
"6572",6572,"Female",59.2864782414399,"University","North",16640098.0283341,0,"Low","Indifferent"
"6573",6573,"Male",60.877330486197,"University","Central",16727223.7374143,0,"Very Low","Very Unlikely"
"6574",6574,"Male",53.6964429775253,"High School","Central",10279387.6085079,0,"High","Indifferent"
"6575",6575,"Female",28.402386684902,"High School","Southeast",7712290.462873,0,"Very Low","Very Likely"
"6576",6576,"Female",37.4515745956451,"University","Southeast",14807357.7362707,1,"Very High","Unlikely"
"6577",6577,"Male",24.3013984696008,"High School","Central",7152305.35550453,1,"Medium","Very Unlikely"
"6578",6578,"Female",54.1544694611803,"University","North",16311503.2299896,0,"Low","Very Unlikely"
"6579",6579,"Male",45.5115724313073,"Postgraduate","West",25615925.5230459,1,"High","Very Unlikely"
"6580",6580,"Female",31.343436294701,"Postgraduate","Central",24089423.721455,1,"High","Unlikely"
"6581",6581,"Male",33.4194045839831,"University","Central",14343055.6907643,0,"High","Very Unlikely"
"6582",6582,"Female",40.3787865717895,"University","North",15120480.2002295,0,"Medium","Indifferent"
"6583",6583,"Female",59.6479405723512,"High School","North",10660066.7990242,0,"Low","Indifferent"
"6584",6584,"Female",40.6716993544251,"University","North",15149605.2632114,1,"Very High","Likely"
"6585",6585,"Male",46.4222631361336,"High School","Central",9699344.0251484,0,"Medium","Likely"
"6586",6586,"Male",40.7002804498188,"University","West",15152481.6802274,0,"High","Very Unlikely"
"6587",6587,"Female",53.6645075185224,"High School","West",10276713.8468001,1,"Low","Likely"
"6588",6588,"Female",48.0142268980853,"Postgraduate","North",25835706.6878294,0,"Low","Unlikely"
"6589",6589,"Male",52.2531682197005,"High School","Southeast",10173636.705118,0,"Low","Very Unlikely"
"6590",6590,"Male",57.3567682476714,"High School","North",10523523.7844989,1,"Medium","Likely"
"6591",6591,"Male",51.3907859404571,"Postgraduate","North",26108889.3279085,1,"Very High","Unlikely"
"6592",6592,"Male",53.5110465739854,"High School","North",10266728.4144524,1,"Very Low","Very Unlikely"
"6593",6593,"Female",25.0636620195583,"University","West",13258685.6894653,1,"High","Unlikely"
"6594",6594,"Female",47.3031251160428,"University","West",15774571.626808,0,"Low","Indifferent"
"6595",6595,"Female",50.3149675214663,"High School","North",10024545.9278588,0,"Low","Indifferent"
"6596",6596,"Male",60.841985960491,"High School","Southeast",10725500.5965256,0,"Low","Unlikely"
"6597",6597,"Male",48.3792506116442,"University","West",15866764.6195731,1,"High","Indifferent"
"6598",6598,"Female",35.9846492670476,"University","West",14643089.8926967,0,"Low","Very Unlikely"
"6599",6599,"Female",24.8349725371227,"University","Central",13226287.5756788,0,"Low","Very Unlikely"
"6600",6600,"Male",59.656964333728,"Postgraduate","Central",26660055.7843642,0,"Medium","Likely"
"6601",6601,"Female",55.515185544733,"High School","West",10405599.5255606,1,"Medium","Unlikely"
"6602",6602,"Female",50.3410867233761,"High School","Southeast",10027002.4342882,0,"Low","Very Unlikely"
"6603",6603,"Male",49.7043895493262,"University","Southeast",15976056.6872479,0,"Low","Unlikely"
"6604",6604,"Male",24.7080844664015,"University","Central",13208925.2632532,0,"Very Low","Unlikely"
"6605",6605,"Female",35.4635421754792,"University","West",14584586.2530431,1,"High","Indifferent"
"6606",6606,"Male",60.0334578994662,"Doctorate","Central",40681210.5183763,1,"Very Low","Indifferent"
"6607",6607,"Female",52.7814213600941,"University","Central",16214063.3878702,0,"High","Indifferent"
"6608",6608,"Male",37.0394671740942,"High School","Central",8761234.97566469,0,"Medium","Unlikely"
"6609",6609,"Male",31.0423658178188,"High School","North",8051958.27552764,0,"Very Low","Very Likely"
"6610",6610,"Male",62.4664880987257,"Postgraduate","Southeast",26810837.25543,0,"Very Low","Unlikely"
"6611",6611,"Female",39.9637659415603,"Postgraduate","West",25076367.5420215,1,"Medium","Indifferent"
"6612",6612,"Male",56.1606102581136,"University","West",16447063.3768758,0,"Medium","Unlikely"
"6613",6613,"Female",45.0689203725196,"High School","Central",9577012.59533744,0,"Low","Very Unlikely"
"6614",6614,"Female",28.6277050133795,"High School","North",7741796.14142023,1,"Low","Unlikely"
"6615",6615,"Female",39.1925488132983,"University","North",14996096.7579756,1,"High","Unlikely"
"6616",6616,"Female",42.4057786255144,"Postgraduate","Central",25322812.3728668,1,"Low","Indifferent"
"6617",6617,"Female",53.0572212273255,"High School","North",10233265.9225414,0,"Very Low","Unlikely"
"6618",6618,"Male",24.5289833191782,"University","West",13183911.2751995,0,"Low","Indifferent"
"6619",6619,"Male",41.3520828164183,"University","North",15217945.2939503,0,"Very Low","Indifferent"
"6620",6620,"Female",52.2698804158717,"High School","West",10175585.4494594,1,"High","Indifferent"
"6621",6621,"Female",46.3420518250205,"High School","North",9691056.47696635,0,"Low","Very Unlikely"
"6622",6622,"Female",59.7569614821114,"High School","Central",10667110.1436501,0,"Medium","Unlikely"
"6623",6623,"Male",29.0220685563982,"University","Central",13793975.6106237,0,"Low","Very Unlikely"
"6624",6624,"Female",54.7118485472165,"High School","Central",10349653.5326826,1,"Low","Very Likely"
"6625",6625,"Female",64.8529487638734,"High School","North",10923156.9780854,1,"Very High","Indifferent"
"6626",6626,"Female",40.9339366778731,"Doctorate","North",39176117.3253771,1,"Very Low","Unlikely"
"6627",6627,"Male",50.6735296007246,"High School","Southeast",10052407.4777223,0,"Very Low","Indifferent"
"6628",6628,"Male",41.577372121159,"Doctorate","North",39241050.1481126,1,"High","Likely"
"6629",6629,"Female",30.379754348658,"Postgraduate","Central",23968812.1768481,1,"Very High","Unlikely"
"6630",6630,"Female",41.0789435887709,"Doctorate","North",39190134.8922072,1,"Very High","Unlikely"
"6631",6631,"Male",48.4319346980192,"High School","North",9871549.74452481,0,"Low","Very Likely"
"6632",6632,"Male",29.3095561298542,"University","North",13830749.6178221,0,"Very Low","Likely"
"6633",6633,"Male",52.8426004340872,"Postgraduate","Central",26217494.958735,1,"Medium","Very Likely"
"6634",6634,"Male",41.0873020435683,"High School","North",9191392.30575903,1,"High","Very Likely"
"6635",6635,"Male",28.4805154451169,"University","West",13722885.018074,0,"Very Low","Unlikely"
"6636",6636,"Female",34.2507085041143,"High School","North",8442553.92917178,1,"Very High","Very Unlikely"
"6637",6637,"Female",50.7223884896375,"University","Central",16056959.6496853,1,"Medium","Very Unlikely"
"6638",6638,"Male",37.7378369625658,"Postgraduate","North",24838245.5514431,1,"Low","Very Unlikely"
"6639",6639,"Male",46.8331806627102,"University","Southeast",15735480.1935009,0,"Medium","Indifferent"
"6640",6640,"Male",42.8957349844277,"University","Central",15371117.3149202,1,"Very High","Indifferent"
"6641",6641,"Male",44.0997546417639,"University","Central",15486470.4283898,0,"Low","Very Unlikely"
"6642",6642,"Female",50.3512932215817,"University","Southeast",16028282.7180085,1,"Very High","Unlikely"
"6643",6643,"Female",42.8738112477586,"University","West",15369137.9113285,0,"Medium","Unlikely"
"6644",6644,"Female",50.5872595650144,"University","North",16046311.6955152,1,"High","Very Unlikely"
"6645",6645,"Male",41.4589692493901,"University","West",15229906.1972169,0,"Low","Very Unlikely"
"6646",6646,"Male",41.1922059245408,"University","Central",15203022.1378537,0,"Low","Unlikely"
"6647",6647,"Male",56.4107888350263,"High School","Central",10463827.7706043,1,"Very High","Very Unlikely"
"6648",6648,"Female",54.4692171490751,"High School","Central",10333784.810122,0,"High","Likely"
"6649",6649,"Male",35.0276510827243,"University","Southeast",14534174.4505241,1,"High","Very Unlikely"
"6650",6650,"Female",24.8302753954194,"University","North",13227023.122849,1,"Very High","Indifferent"
"6651",6651,"Female",41.8004404841922,"University","West",15263833.5194895,0,"Very High","Very Unlikely"
"6652",6652,"Female",64.004088123329,"High School","Central",10883908.6277564,0,"High","Indifferent"
"6653",6653,"Female",40.9995363662019,"University","Central",15182176.5010657,0,"Medium","Likely"
"6654",6654,"Female",52.009640625678,"University","West",16155533.2758726,1,"Very High","Indifferent"
"6655",6655,"Male",23.8612268841825,"University","Central",13089376.2293222,1,"Low","Indifferent"
"6656",6656,"Male",50.1108868820593,"University","Central",16008330.1090033,1,"Very Low","Very Unlikely"
"6657",6657,"Male",41.8016084549017,"High School","Southeast",9262539.55939885,0,"Very Low","Unlikely"
"6658",6658,"Female",25.6828144425526,"Doctorate","Central",37344939.4667616,0,"Very High","Unlikely"
"6659",6659,"Female",56.5530873364769,"University","North",16472005.241013,1,"Low","Unlikely"
"6660",6660,"Female",27.3682141988538,"University","West",13573955.7264971,0,"Low","Very Unlikely"
"6661",6661,"Female",51.7389046768658,"University","Southeast",16135147.335504,0,"High","Unlikely"
"6662",6662,"Female",38.238437033724,"High School","Central",8892610.215038,0,"High","Very Unlikely"
"6663",6663,"Male",43.8026593704708,"High School","Southeast",9457923.95618954,0,"Low","Likely"
"6664",6664,"Male",50.377341311425,"Postgraduate","Southeast",26029379.0346793,1,"Very High","Indifferent"
"6665",6665,"Female",31.5486978716217,"High School","Southeast",8115911.24496587,1,"Low","Indifferent"
"6666",6666,"Female",55.1260959510691,"Postgraduate","Central",26378390.4906041,1,"Very High","Very Likely"
"6667",6667,"Female",41.1076482208446,"High School","North",9194134.92826513,0,"Very Low","Indifferent"
"6668",6668,"Female",61.2671782760881,"Postgraduate","North",26749272.5014356,0,"Medium","Very Unlikely"
"6669",6669,"Male",58.475188172888,"University","West",16591490.6750539,0,"Low","Very Unlikely"
"6670",6670,"Male",62.6885424302891,"High School","Central",10821242.5838163,1,"Very High","Unlikely"
"6671",6671,"Male",27.4082484538667,"University","Central",13579579.550545,1,"High","Very Unlikely"
"6672",6672,"Female",50.3939097188413,"High School","Central",10031192.0567203,0,"Low","Unlikely"
"6673",6673,"Male",53.4814062002115,"University","Central",16263358.5004125,0,"Very Low","Unlikely"
"6674",6674,"Male",49.641278881114,"University","North",15971673.9095442,0,"Medium","Very Likely"
"6675",6675,"Male",62.3010963937268,"University","Central",16803356.575378,1,"Medium","Unlikely"
"6676",6676,"Female",30.9981337701902,"University","North",14047481.0276483,1,"Medium","Unlikely"
"6677",6677,"Male",30.6740803760476,"University","Central",14006015.0546337,0,"Very Low","Very Unlikely"
"6678",6678,"Male",49.0377843827009,"University","Central",15921582.2942714,0,"Very High","Unlikely"
"6679",6679,"Female",53.1048571490683,"University","Central",16236199.0535438,0,"Medium","Indifferent"
"6680",6680,"Male",55.6999261369929,"University","Central",16416646.2163168,1,"High","Indifferent"
"6681",6681,"Female",35.4752743560821,"High School","Southeast",8584590.45071566,0,"Medium","Unlikely"
"6682",6682,"Female",33.7738228207454,"University","Central",14385557.5978999,1,"Medium","Indifferent"
"6683",6683,"Male",52.3308269088157,"University","Central",16180180.9982912,1,"High","Unlikely"
"6684",6684,"Female",63.6685129022226,"Doctorate","Central",40868838.7102243,1,"Very High","Very Unlikely"
"6685",6685,"Male",30.6311294701882,"High School","Central",8000673.79599786,0,"Low","Indifferent"
"6686",6686,"Male",39.324299425818,"University","West",15009372.3007584,0,"Medium","Indifferent"
"6687",6687,"Male",54.0060892449692,"University","Southeast",16300676.1168079,1,"Very High","Indifferent"
"6688",6688,"Male",64.5513929803856,"University","West",16910458.1859127,1,"High","Unlikely"
"6689",6689,"Male",29.9921320183203,"Postgraduate","Central",23919184.0080146,1,"Very High","Indifferent"
"6690",6690,"Female",57.5877371788956,"University","Central",16538042.9959088,1,"High","Indifferent"
"6691",6691,"Female",47.6431971094571,"University","West",15805233.3069847,0,"Low","Very Unlikely"
"6692",6692,"Male",31.4908939707093,"High School","North",8107920.26595164,1,"Medium","Unlikely"
"6693",6693,"Female",57.4486758802086,"Postgraduate","North",26528581.0265781,1,"High","Likely"
"6694",6694,"Female",52.9026211793534,"University","Southeast",16222355.4658924,0,"Medium","Unlikely"
"6695",6695,"Male",40.3583830022253,"Doctorate","North",39117260.1439086,1,"Medium","Very Unlikely"
"6696",6696,"Male",38.314892147202,"University","Central",14900716.7400964,0,"Medium","Likely"
"6697",6697,"Female",47.0711764870211,"Doctorate","North",39756105.5242808,1,"Very High","Very Unlikely"
"6698",6698,"Male",58.3898034002632,"University","Southeast",16587370.5428684,0,"Very Low","Very Unlikely"
"6699",6699,"Female",43.4913193900138,"Doctorate","West",39428236.7100817,1,"Very High","Unlikely"
"6700",6700,"Male",46.7160078771412,"High School","North",9724223.61868486,0,"Low","Very Unlikely"
"6701",6701,"Female",36.0144477458671,"University","Central",14646300.6397201,1,"Very High","Indifferent"
"6702",6702,"Male",35.9073226493783,"University","West",14634525.281216,0,"Low","Indifferent"
"6703",6703,"Male",57.5893264045008,"High School","North",10538050.2894779,0,"Low","Indifferent"
"6704",6704,"Female",36.0977004179731,"University","Central",14655958.9165189,1,"Very High","Unlikely"
"6705",6705,"Male",33.4062351025641,"University","Central",14341704.3899748,0,"Medium","Unlikely"
"6706",6706,"Male",49.5856167618185,"University","North",15967228.0497004,1,"Medium","Indifferent"
"6707",6707,"Male",40.8618917153217,"Postgraduate","Southeast",25168329.7594724,1,"Medium","Indifferent"
"6708",6708,"Female",49.3355374895036,"Postgraduate","Central",25945136.5135631,1,"Medium","Unlikely"
"6709",6709,"Male",44.7118068691343,"University","West",15543766.4512649,1,"Medium","Very Unlikely"
"6710",6710,"Female",60.1939857522957,"High School","North",10691218.1684662,1,"Low","Very Unlikely"
"6711",6711,"Male",34.4361578407697,"University","Central",14465072.2086671,1,"Medium","Unlikely"
"6712",6712,"Male",62.9745732820593,"University","Southeast",16836396.9941278,1,"Medium","Unlikely"
"6713",6713,"Female",55.8148700110614,"University","North",16425068.6682852,0,"Very High","Very Unlikely"
"6714",6714,"Female",58.7048334144056,"University","West",16606108.2374029,0,"Low","Indifferent"
"6715",6715,"Male",31.1205827933736,"University","North",14061245.0370701,1,"Medium","Indifferent"
"6716",6716,"Female",31.3864383441396,"University","Central",14095637.5987212,0,"Medium","Very Unlikely"
"6717",6717,"Female",52.2502263588831,"Postgraduate","Central",26175009.6861359,1,"Very High","Indifferent"
"6718",6718,"Female",47.1771614435129,"University","Central",15764132.1359408,1,"Medium","Very Unlikely"
"6719",6719,"Male",53.7547000125051,"University","Central",16284013.677298,1,"Medium","Unlikely"
"6720",6720,"Female",50.6958676003851,"Postgraduate","North",26055671.6662282,0,"Very High","Indifferent"
"6721",6721,"Female",51.2963116238825,"Doctorate","Central",40102053.8435974,0,"Medium","Very Unlikely"
"6722",6722,"Female",49.897843814455,"Postgraduate","West",25991021.3219004,0,"Very High","Unlikely"
"6723",6723,"Male",63.9423226779327,"High School","North",10881846.3465622,1,"Medium","Indifferent"
"6724",6724,"Male",61.1940742600709,"Doctorate","North",40745549.5006649,0,"Very Low","Unlikely"
"6725",6725,"Male",52.3259896454401,"University","Central",16179506.5460949,0,"Low","Indifferent"
"6726",6726,"Female",43.257916669827,"University","North",15405829.1243921,0,"Medium","Unlikely"
