"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"155",731300,"Private Room Williamsburg(Ariel) 4p",3398752,"Alessandra","Brooklyn","Williamsburg",40.71141,-73.95427,"Private room",95,2,164,"2019-06-23",2.07,2,93
"156",6052129,"A Charming & Spacious Flat in NYC",7809025,"Omri","Manhattan","East Harlem",40.79816,-73.94111,"Entire home/apt",149,4,14,"2019-06-01",0.28,1,0
"157",17280847,"Beautiful 2BR with Private Rooftop Deck LES",7384312,"Jackie","Manhattan","Lower East Side",40.71306,-73.98715,"Entire home/apt",250,1,67,"2019-06-23",2.46,1,185
"158",35619415,"Gorgeous Central Park Sanctuary",267980502,"Yinelda","Manhattan","Upper West Side",40.78544,-73.97062,"Entire home/apt",150,4,0,"",NA,1,317
"159",21056487,"** SoHo: Clean, Safe, Private, Quiet Bedroom (B)**",104450469,"Janet","Manhattan","SoHo",40.7228,-73.99799,"Private room",99,2,35,"2019-02-07",1.62,2,129
"160",8990988,"The Most Happening Hood in BK!",9060143,"Amelia","Brooklyn","Bushwick",40.69502,-73.93126,"Entire home/apt",75,3,6,"2017-08-29",0.15,1,0
"161",8916387,"Large, bright Upper West Studio",25688324,"Shannon","Manhattan","Upper West Side",40.77757,-73.97932,"Entire home/apt",133,3,38,"2019-06-30",0.89,1,2
"162",17541761,"Quiet Private Room in Brooklyn",19177308,"Stephany","Brooklyn","Bushwick",40.6896,-73.90624,"Private room",36,2,83,"2019-06-22",2.95,4,155
"163",6208002,"Oasis in Manhattan on Hudson river!",15498912,"Ksenia","Manhattan","Washington Heights",40.85677,-73.93715,"Private room",70,3,14,"2019-05-30",0.3,1,0
"164",30940780,"Waterfront Room with Manhattan View and Balcony",6983558,"Ben","Manhattan","Roosevelt Island",40.76358,-73.94761,"Private room",150,2,14,"2019-07-07",2.25,1,7
"165",27137651,"Hi-ceiling, Studio, Flatiron NYC",10113487,"Aleksandar","Manhattan","Kips Bay",40.73933,-73.9797,"Entire home/apt",185,7,13,"2019-06-23",1.26,1,292
"166",13601777,"Planta Baja Studio",68890,"Paula","Brooklyn","Bedford-Stuyvesant",40.68786,-73.95688,"Entire home/apt",1000,1,10,"2018-06-14",0.28,3,365
"167",21383903,"Shared Room in Astoria 1 stop from Manhattan",55724558,"Taylor","Queens","Long Island City",40.76048,-73.94068,"Shared room",45,5,16,"2019-06-04",0.77,5,88
"168",35317010,"Brownstone Duplex in Heart of Community",258467515,"Arva","Manhattan","Harlem",40.81051,-73.948,"Entire home/apt",250,2,1,"2019-07-01",1,1,70
"169",19472944,"Charming 2 bed 2 bath with washing dryer",113805886,"Yaacov","Manhattan","Upper East Side",40.77854,-73.94984,"Entire home/apt",265,31,7,"2019-06-19",0.3,33,345
"170",6364324,"The Oasis.",33106693,"Elena","Manhattan","Harlem",40.82159,-73.95013,"Private room",16,2,43,"2019-07-01",1.66,3,154
"171",8389259,"Great 1bdrm in lower UES near Park",23968798,"Anthony","Manhattan","Upper East Side",40.76436,-73.96471,"Entire home/apt",300,4,7,"2016-09-17",0.16,1,188
"172",21740055,"Newly Renovated Brownstone Brooklyn Apartment",5375870,"Rebecca","Brooklyn","Crown Heights",40.6725,-73.94788,"Entire home/apt",130,4,46,"2019-06-27",2.39,1,28
"173",35991985,"Penthouse Lofts + Private Terrace!",270590027,"Amanda","Brooklyn","Williamsburg",40.70907,-73.95054,"Entire home/apt",599,2,1,"2019-07-05",1,1,346
"174",35880719,"Modern Boho Lux 2 Bed 2 Bath Haven + Quiet Garden",269885851,"Sharon","Manhattan","Lower East Side",40.72057,-73.99343,"Entire home/apt",495,3,1,"2019-07-06",1,1,264
"175",268481,"Resort-like living in Williamsburg",1380703,"Vishal","Brooklyn","Williamsburg",40.71647,-73.93974,"Entire home/apt",290,30,1,"2013-09-24",0.01,1,0
"176",27659298,"Sonder | 180 Water | Luxurious 2BR + Rooftop",12243051,"Sonder","Manhattan","Financial District",40.70761,-74.00513,"Entire home/apt",294,29,0,"",NA,96,38
"177",13328254,"Simple, Spacious Room in LES/Two Bridges Apt",20932025,"David","Manhattan","Lower East Side",40.71336,-73.98977,"Private room",150,3,6,"2016-10-30",0.18,1,0
"178",20186030,"Private Room in Spacious Sunnyside Apartment",137625836,"Evrim","Queens","Sunnyside",40.74082,-73.91874,"Private room",60,4,3,"2018-06-29",0.13,1,0
"179",33831138,"Modern Private Bedroom in Upper West Side",238321374,"Eyal","Manhattan","Upper West Side",40.80006,-73.96095,"Private room",60,30,0,"",NA,32,37
"180",15788050,"Beautiful Room in Modern Apartment",102080453,"Gabriela","Brooklyn","Bedford-Stuyvesant",40.69413,-73.94481,"Private room",49,1,153,"2019-06-23",4.72,2,0
"181",19460197,"HUGE   ROOM SEPARATE ENTRANCE 15 MIN TO MANHATTAN",30237517,"David","Queens","Forest Hills",40.73321,-73.85058,"Private room",75,2,1,"2017-09-04",0.04,6,0
"182",27763793,"Hell’s Kitchen Apartment",15485954,"Bryan","Manhattan","Hell's Kitchen",40.76315,-73.99235,"Entire home/apt",200,1,29,"2019-04-01",2.79,1,0
"183",33516105,"Bright and Spacious East Village Apartment",7130003,"Ranita","Manhattan","East Village",40.72344,-73.98479,"Entire home/apt",250,30,0,"",NA,2,221
"184",33823598,"LOVELY 1 BED ROOM 10 MIN FR JFK WITH PRIVATE PORCH",29349060,"Ode","Queens","St. Albans",40.68687,-73.76809,"Private room",67,1,12,"2019-07-06",4.74,3,365
"185",12376365,"SERENITY ROOM",45601111,"Dlb","Queens","Laurelton",40.66952,-73.74624,"Private room",40,2,47,"2019-02-15",1.19,5,173
"186",21163303,"Cozy Central Park Apartment",50388251,"Samuel","Manhattan","Upper West Side",40.80015,-73.96159,"Private room",145,2,0,"",NA,1,0
"187",13451720,"One bedroom near Columbia University",44269461,"Xier","Manhattan","Upper West Side",40.79936,-73.96105,"Private room",50,1,1,"2016-06-10",0.03,1,0
"188",31354965,"Sun-Drenched Artistic Uptown Studio",63411066,"Caleb","Manhattan","Washington Heights",40.8334,-73.94327,"Entire home/apt",70,2,11,"2019-02-22",1.84,1,0
"189",12001984,"Brooklyn / Williamsburg / Cozy Large Private Room",43170685,"Koji","Brooklyn","Williamsburg",40.71135,-73.94435,"Private room",80,1,1,"2016-04-17",0.03,1,0
"190",20710208,"Brooklyn Garden Guesthouse *1 block to subway*",2462590,"Jenny And Mark","Brooklyn","Bushwick",40.69084,-73.92048,"Entire home/apt",175,1,47,"2019-06-18",2.2,2,336
"191",20649522,"Bushwick, Spacious Private Room with Balcony",21227711,"Merrill","Brooklyn","Bushwick",40.69543,-73.92324,"Private room",75,4,4,"2017-09-25",0.18,1,0
"192",34251397,"Nice House, clean space",258518165,"Andres","Queens","Bayside",40.74966,-73.75328,"Private room",80,1,0,"",NA,1,289
"193",36138789,"Room with Amazing location in Manhattan",31846499,"Veronika","Manhattan","East Harlem",40.78774,-73.94627,"Private room",73,180,0,"",NA,1,0
"194",21406187,"Comfortable, Beautiful & Spacious NYC Brownstone",7658248,"M","Manhattan","Harlem",40.80839,-73.95269,"Private room",85,2,78,"2019-06-27",3.77,2,0
"195",10088464,"Cozy East-Village Room + Rooftop :)",51764491,"Rachel","Manhattan","East Village",40.73076,-73.98374,"Private room",65,2,4,"2016-02-01",0.09,1,0
"196",20425579,"Beautiful 2 Bedroom apt. close to Times Sq.",72715655,"Javier","Manhattan","Hell's Kitchen",40.76347,-73.98785,"Entire home/apt",250,2,97,"2019-06-21",4.21,1,145
"197",33451456,"Stylish Brownstone with Stainless Steel Kitchen",3073952,"Christof","Brooklyn","Bedford-Stuyvesant",40.68035,-73.91035,"Entire home/apt",167,1,8,"2019-06-25",4.62,2,80
"198",29055747,"British Room @ Columbia Uni.",171214206,"Elif","Manhattan","Morningside Heights",40.80445,-73.96373,"Private room",75,1,29,"2019-06-23",3.33,3,8
"199",22636145,"Private Suite in NYC 15 minutes to Times Square",157979999,"Ayesha","Queens","Sunnyside",40.74648,-73.91919,"Private room",60,1,76,"2019-06-30",4.43,1,301
"200",17539808,"Bright room in Brownstone",1704042,"Cameron","Brooklyn","Bedford-Stuyvesant",40.67987,-73.93235,"Private room",55,2,21,"2019-06-14",0.76,1,19
"201",3367150,"Sunny, spacious, 1BR in Willamsburg",16989237,"Aleksandra","Brooklyn","Williamsburg",40.71626,-73.95795,"Entire home/apt",158,4,17,"2017-07-24",0.28,1,0
"202",7483034,"Spacious Chelsea Private Bedroom",7202390,"Drew","Manhattan","Chelsea",40.74582,-73.99472,"Private room",195,1,0,"",NA,1,0
"203",2545184,"Great room! Good for med students!",4096786,"Nicolas","Bronx","Norwood",40.87605,-73.88047,"Private room",70,6,40,"2019-03-01",0.73,1,313
"204",12704159,"Luxury, doorman Building- FIDI",2676750,"Shayna","Manhattan","Financial District",40.70789,-74.01521,"Private room",90,3,0,"",NA,1,0
"205",28872377,"Prolonged Traveler's Dream (a month first & more)",32164030,"Ikkyukim","Bronx","Hunts Point",40.81377,-73.88933,"Private room",40,30,3,"2019-04-07",0.36,6,321
"206",13695031,"Beautiful Chelsea Apartment with many amenties",52237758,"Lara","Manhattan","Chelsea",40.74075,-73.99567,"Entire home/apt",155,2,1,"2016-06-27",0.03,1,0
"207",13886618,"Cozy, quiet 1 bdrm centrally located",21003389,"Alicia","Brooklyn","Crown Heights",40.66914,-73.9557,"Private room",130,2,20,"2019-05-19",0.55,1,89
"208",30393670,"Rad East Village 1BR w/ Gym, Doorman + Roof deck by Blueground",107434423,"Blueground","Manhattan","East Village",40.72277,-73.98419,"Entire home/apt",312,30,0,"",NA,232,358
"209",34384745,"*20%OFF-Amazing Heart of NYC! Steps to subway!",104084124,"Jeanne","Manhattan","Upper East Side",40.76154,-73.95797,"Entire home/apt",161,2,9,"2019-06-28",4.15,1,317
"210",15699803,"Cozy Home in Harlem ✨",20414163,"Sasha","Manhattan","Harlem",40.81102,-73.94712,"Entire home/apt",133,4,23,"2019-03-29",0.72,1,5
"211",28917395,"Ultra Plush Large Private cozy cottage Bedroom",217332035,"Rose","Brooklyn","Sheepshead Bay",40.59055,-73.9464,"Private room",39,1,1,"2018-10-31",0.12,2,360
"212",14527923,"Mini suite minutes from Central Park",20521058,"Owen","Manhattan","East Harlem",40.79631,-73.94772,"Private room",79,3,28,"2017-10-17",0.8,1,0
"213",22737164,"Designer’s Penthouse w/ private terrace",510931,"Autumn","Manhattan","Financial District",40.70402,-74.01572,"Private room",120,2,11,"2019-05-30",0.66,2,58
"214",12593389,"Modern, Central Park relaxation",10737943,"David","Manhattan","Upper West Side",40.7998,-73.96098,"Entire home/apt",120,30,18,"2018-09-30",0.47,10,189
"215",14969217,"Gorgeous brand new apartment in Bushwick",2260600,"Lidia","Brooklyn","Bushwick",40.69096,-73.91055,"Entire home/apt",105,5,26,"2019-05-20",0.77,1,269
"216",8483688,"Sunny private room in Brooklyn",9246269,"Nick","Brooklyn","Bedford-Stuyvesant",40.69498,-73.94237,"Private room",42,5,0,"",NA,1,0
"217",3779230,"Bright, cozy den in 4 bedrm duplex.",23193,"Paris","Brooklyn","Bedford-Stuyvesant",40.68826,-73.9385,"Private room",40,1,8,"2019-06-05",0.16,4,335
"218",1392330,"Verna's Brownstone Suite (no stove, no gatherings)",5959653,"Verna","Brooklyn","Bedford-Stuyvesant",40.68695,-73.92364,"Entire home/apt",120,1,226,"2019-07-04",3.22,2,274
"219",13606847,"1 bedroom furnished with WIFI and cable. Murr Hill",53179388,"Raymond","Manhattan","Midtown",40.75004,-73.97089,"Entire home/apt",115,30,5,"2017-10-07",0.14,10,289
"220",4291200,"Comfy Rm, Hallway Bath, Forest Hills",19597910,"Ruth","Queens","Forest Hills",40.7269,-73.83952,"Private room",95,2,42,"2019-05-09",0.74,3,334
"221",8101762,"Spacious & sunny 1 bdrm w views",16420179,"Natasha","Brooklyn","Columbia St",40.68274,-74.00433,"Entire home/apt",125,2,2,"2015-09-28",0.04,1,0
"222",14016202,"Spacious Private Room/Full bath EAST VILLAGE",81939249,"Tara","Manhattan","East Village",40.72383,-73.98289,"Private room",120,2,0,"",NA,1,0
"223",28919421,"Lovely New Private Bathroom Room",216772639,"Ling","Brooklyn","Borough Park",40.63371,-74.00717,"Private room",60,1,9,"2019-06-24",0.98,7,180
"224",9921802,"Sunny Cozy Room in Lovely Bed-Stuy",19844147,"Emory","Brooklyn","Bedford-Stuyvesant",40.68125,-73.94044,"Private room",60,3,8,"2019-02-10",0.58,1,296
"225",32788343,"Air conditioned Fantastic Private Room for 1 or 2",9773038,"Yuki","Brooklyn","Bedford-Stuyvesant",40.6941,-73.93947,"Private room",52,5,4,"2019-06-14",2,3,23
"226",12292409,"Charming Quiet & Bright Studio -LES",23638897,"Adrien","Manhattan","Lower East Side",40.71849,-73.98334,"Entire home/apt",140,5,2,"2018-01-01",0.05,1,0
"227",29827530,"Bright Brooklyn Brownstone",6856247,"Andrew","Brooklyn","Park Slope",40.67262,-73.97372,"Entire home/apt",160,2,5,"2019-07-02",0.66,1,2
"228",6971871,"*JAMES* Amazing Spacious 2 Bedroom- Bright!",25237492,"Juliana","Manhattan","Upper East Side",40.76035,-73.96133,"Entire home/apt",155,30,8,"2019-06-11",0.27,34,339
"229",5940268,"The Big Room in Flushing",30839692,"Stavros","Queens","Flushing",40.75518,-73.80422,"Private room",50,1,154,"2019-07-06",3.05,3,243
"230",35005862,"Sonder | 21 Chelsea | Classic 1BR + Rooftop",219517861,"Sonder (NYC)","Manhattan","Chelsea",40.74288,-73.99438,"Entire home/apt",275,29,0,"",NA,327,365
"231",29178713,"Farm house style home in Bay Ridge (B)",31760835,"Fon","Brooklyn","Bay Ridge",40.63504,-74.0289,"Private room",65,1,7,"2019-01-09",0.78,4,189
"232",34353572,"SPECTACULAR LOFT OVERLOOKING THE MANHATTAN SKYLINE",255697979,"Heleen","Brooklyn","DUMBO",40.70412,-73.99194,"Entire home/apt",200,30,0,"",NA,2,365
"233",12495520,"Manhattan Club Penthouse Suite",57769941,"Mario","Manhattan","Midtown",40.7659,-73.98211,"Entire home/apt",325,1,0,"",NA,1,0
"234",29008767,"FT GREENE STUDIO (1BD FEEL) NEAR ALL SUBWAYS",35594087,"Shearly","Brooklyn","Fort Greene",40.68515,-73.97381,"Entire home/apt",134,2,15,"2019-05-26",1.91,1,41
"235",16423080,"Private Studio Apartment close to ferry and subway",15231187,"Conor","Brooklyn","Greenpoint",40.73203,-73.95572,"Entire home/apt",89,3,69,"2019-06-13",2.25,1,0
"236",27955820,"24HR Doorman Condo&Gym 3Blocks From Time Square!!!",58905707,"Greg","Manhattan","Hell's Kitchen",40.76168,-74.00079,"Entire home/apt",225,2,14,"2018-12-30",1.35,1,0
"237",6436433,"Upper East Side + 2 queen size bed",2433524,"Daniel","Manhattan","Upper East Side",40.78125,-73.94851,"Entire home/apt",250,3,0,"",NA,1,0
"238",19653554,"Brooklyn Boho 3 Floor Townhouse",1394711,"Michelle","Brooklyn","Sunset Park",40.66362,-73.99773,"Entire home/apt",350,2,55,"2019-06-21",2.37,1,281
"239",4498927,"Manhattan townhouse near subway",23334165,"Patricia","Manhattan","Harlem",40.82257,-73.94543,"Entire home/apt",300,5,91,"2019-06-21",1.65,3,288
"240",29463258,"It's always sunny in Hells Kitchen",57765860,"Christina","Manhattan","Upper West Side",40.76964,-73.98615,"Entire home/apt",250,7,0,"",NA,1,34
"241",16289476,"Cozy Brooklyn Home in Crown Heights!",16214285,"Melinda","Brooklyn","Crown Heights",40.66837,-73.95836,"Entire home/apt",85,3,7,"2019-06-18",0.38,1,20
"242",3812222,"Suite w/private bath, Forest Hills",19597910,"Ruth","Queens","Forest Hills",40.72356,-73.83982,"Private room",125,2,128,"2019-05-18",2.17,3,332
"243",1049224,"Beautiful duplex in a brownstone",1740216,"Laura","Manhattan","Harlem",40.81241,-73.94371,"Entire home/apt",190,30,31,"2018-01-04",0.43,2,84
"244",24200751,"2BR 3BD 1.5BA | Rooftop & Balcony | Airport PickUp",47424665,"Brian","Queens","Ridgewood",40.70653,-73.90877,"Entire home/apt",280,2,42,"2019-06-23",3.44,2,108
"245",13009244,"Real 1-BR Home in West Village, Central yet Quiet!",10458139,"Jorge","Manhattan","West Village",40.73799,-74.00074,"Entire home/apt",199,31,81,"2019-06-24",2.36,1,85
"246",22126122,"Cozy bright apartment",1931414,"Vera","Manhattan","Upper West Side",40.79799,-73.97018,"Private room",250,6,1,"2018-07-13",0.08,1,55
"247",9859888,"Apartment in Harlem",50750250,"Ryan","Manhattan","Harlem",40.80728,-73.94987,"Entire home/apt",65,1,3,"2015-12-30",0.07,1,0
"248",17808917,"Gorgeous & Spacious UES apartment",85218001,"Natasha","Manhattan","Upper East Side",40.77666,-73.95618,"Private room",105,2,8,"2018-06-16",0.3,1,0
"249",4576206,"Brooklyn Brownstone Beauty",22017065,"Marycatherine","Brooklyn","Prospect Heights",40.68137,-73.97081,"Entire home/apt",250,3,27,"2019-07-05",0.49,1,266
"250",13188839,"Park Avenue, Luxury 1bd apartment Murray Hill",22541573,"Ken","Manhattan","Murray Hill",40.74743,-73.97945,"Entire home/apt",245,30,0,"",NA,87,365
"251",1872838,"Clean & Cozy 1BD",4693453,"Natalie","Brooklyn","Crown Heights",40.67593,-73.95885,"Entire home/apt",94,20,46,"2019-02-26",0.72,1,0
"252",4194494,"Unique Full-Floor 2br/2bath in the Heart of SoHo",10367443,"J","Manhattan","SoHo",40.72149,-73.99815,"Entire home/apt",900,3,10,"2018-12-30",0.17,1,0
"253",31285562,"Charming East Village one-bedroom",129034868,"Maria","Manhattan","East Village",40.72943,-73.98443,"Entire home/apt",111,4,3,"2019-05-09",0.8,1,37
"254",6273469,"Beautiful West Village Studio",4248868,"Nancy","Manhattan","West Village",40.73674,-74.00832,"Entire home/apt",200,1,0,"",NA,1,0
"255",28933205,"Private Bedroom on UES with amazing terrace",218090309,"Katrin","Manhattan","Upper East Side",40.76872,-73.95513,"Private room",250,3,22,"2019-06-23",2.55,1,0
"256",31143377,"Luxury Apartment with Statue of Liberty view",232463854,"Mina","Manhattan","Battery Park City",40.7077,-74.01555,"Entire home/apt",300,1,3,"2019-05-17",0.76,1,363
"257",18540170,"Great room across the street from the High bridge",128692351,"Nahuel","Bronx","Highbridge",40.84289,-73.92688,"Private room",100,2,107,"2019-06-14",4.12,5,344
"258",16230255,"Cozy room in the lively East Village",50053528,"Julia","Manhattan","East Village",40.7246,-73.98258,"Private room",80,3,110,"2019-06-17",3.48,1,11
"259",21148829,"Charming, newly renovated Victorian townhouse apt",57013,"Ari And Irin","Queens","Ridgewood",40.7087,-73.90897,"Entire home/apt",175,4,2,"2018-04-01",0.11,1,0
"260",22436168,"Convenient and cozy room in Brooklyn, 2345 trains",22507599,"Michela","Brooklyn","Crown Heights",40.67064,-73.95714,"Private room",32,1,0,"",NA,1,0
"261",36382847,"Comfort home",266211707,"Yan","Brooklyn","Sunset Park",40.64439,-74.01816,"Private room",185,1,0,"",NA,2,177
"262",32773207,"Immersive Chelsea's Art House! Great Location!!",246456163,"Diego","Manhattan","Chelsea",40.74996,-73.99488,"Entire home/apt",149,2,9,"2019-06-18",3.03,1,151
"263",23775392,"Big, Sunny 1 Bed- Roof Top Access-Central Location",83929557,"Jonathon André","Brooklyn","Prospect Heights",40.67657,-73.96465,"Private room",75,2,7,"2019-06-23",4.2,1,17
"264",14187084,"Beautiful sunny room in Manhattan",85992351,"Alessia","Manhattan","East Harlem",40.78752,-73.94314,"Private room",65,4,0,"",NA,1,0
"265",35757611,"TriBeCa / Fidi in the sky",181143,"Michael","Manhattan","Financial District",40.71013,-74.00511,"Entire home/apt",200,4,1,"2019-07-01",1,1,108
"266",27815089,"Morningside Heights Cozy & Clean Modern Apt.",31659721,"Krystalee","Manhattan","Harlem",40.80624,-73.95622,"Private room",110,1,1,"2018-08-31",0.1,1,0
"267",23906042,"Bronx Penthouse",179677211,"Bettina","Bronx","Morris Park",40.84857,-73.85976,"Entire home/apt",190,1,19,"2019-06-09",1.47,3,8
"268",4109246,"Calm Bushwick Room--Next to subway!",7714918,"Carrie-Anne","Brooklyn","Bushwick",40.70569,-73.92268,"Private room",40,28,191,"2019-05-15",3.36,2,95
"269",24847554,"Luxury Room in Upscale Penthouse w PRIVATE Rooftop",117341565,"David","Manhattan","Little Italy",40.71835,-73.99757,"Private room",41,240,1,"2018-07-07",0.08,1,0
"270",18737220,"Artists studio",7425132,"Irina","Brooklyn","Kensington",40.63491,-73.96796,"Entire home/apt",59,5,7,"2019-06-14",0.8,1,140
"271",15832098,"1.5 BATHRM SUNNY SPACIOUS ROOM BY SUBWAY",4110869,"Golden&Mavy","Manhattan","Harlem",40.82284,-73.95546,"Private room",50,30,4,"2019-06-15",0.14,2,365
"272",21813491,"East Village · Pied Á Terre · NYC",155014420,"Tim And Reuben","Manhattan","East Village",40.72256,-73.97925,"Entire home/apt",184,30,11,"2018-06-28",0.61,1,313
"273",12831310,"Cozy bedroom, awesome East Village apartment!",70030943,"Carolyn","Manhattan","East Village",40.72358,-73.97593,"Private room",60,1,2,"2016-07-06",0.05,1,0
"274",9838585,"Pre-war 1 br in heart of BK Heights",18982207,"Kate","Brooklyn","Brooklyn Heights",40.69237,-73.99412,"Entire home/apt",130,4,0,"",NA,1,0
"275",24044039,"Vicky客栈1",180991373,"Vicky","Queens","Flushing",40.743,-73.82335,"Private room",60,1,38,"2019-04-21",2.68,5,0
"276",2031495,"Big Private Sunny Room in UWS Duplex w/ Terrace",25100,"Susana","Manhattan","Upper West Side",40.79675,-73.96916,"Private room",100,3,11,"2016-06-07",0.16,1,0
"277",16963544,"East Village, Cozy Room w/ Private Entrance & Bath",2626535,"RoseAnne","Manhattan","Stuyvesant Town",40.73126,-73.98149,"Private room",73,2,1,"2017-02-23",0.03,1,0
"278",12643924,"Peaceful and beautiful room by park",1216362,"Camila","Brooklyn","Prospect-Lefferts Gardens",40.65447,-73.96122,"Private room",41,1,43,"2019-05-07",1.19,4,188
"279",19342731,"Private Room Avail.  Now- Aug 20 Clinton/BedStuy",132958806,"Shannon","Brooklyn","Bedford-Stuyvesant",40.6914,-73.95993,"Private room",45,10,0,"",NA,1,0
"280",18252313,"Modern Central Harlem Room",2331158,"Destiny ""Bunmi""","Manhattan","Harlem",40.80947,-73.94066,"Private room",30,5,3,"2017-11-18",0.12,1,0
"281",34777979,"The Red Brick Abode, in the heart of Williamsburg",15010925,"Carlos","Brooklyn","Williamsburg",40.71317,-73.96066,"Entire home/apt",160,1,13,"2019-07-01",7.96,1,120
"282",36200256,"Light, airy, spacious room in the heart of BK!",18911497,"Maryam","Brooklyn","Boerum Hill",40.68784,-73.98579,"Private room",80,20,0,"",NA,1,40
"283",21838658,"Private Room in Spacious Chelsea Loft",5111838,"John","Manhattan","Chelsea",40.74661,-73.99245,"Private room",99,7,19,"2019-05-10",1.02,1,11
"284",21950138,"Beautiful 3 bedroom Brownstone in Boerum Hill",25321849,"Anne","Brooklyn","Boerum Hill",40.6853,-73.98804,"Entire home/apt",550,3,6,"2019-05-27",0.42,2,14
"285",30407308,"La Greka",109843377,"Rubi","Brooklyn","Bedford-Stuyvesant",40.67992,-73.90943,"Private room",60,14,0,"",NA,2,156
"286",16487077,"East 29th Street, Luxury 1bd",22541573,"Ken","Manhattan","Midtown",40.74593,-73.98687,"Entire home/apt",200,30,0,"",NA,87,365
"287",34041523,"Master Room in Harlem Duplex",256998898,"Hank","Manhattan","Harlem",40.80514,-73.95561,"Private room",140,1,4,"2019-06-18",1.88,3,350
"288",34926055,"New Studio in the UES with Gym and Pool #6126",130270076,"Keren","Manhattan","East Harlem",40.78645,-73.94873,"Entire home/apt",150,30,0,"",NA,2,311
"289",34491852,"550 Square Feet Suite near Central Park",261750091,"The Michelangelo","Manhattan","Theater District",40.76112,-73.98377,"Private room",100,1,1,"2019-06-30",1,7,320
"290",7470123,"Entire apartment in Williamsburg",39126862,"Alexandra","Brooklyn","Williamsburg",40.70732,-73.95259,"Entire home/apt",199,3,4,"2016-01-04",0.08,2,0
"291",28439263,"10BR 6 full Bath, 3 story, entire landmark house",210970608,"Lucy","Brooklyn","Crown Heights",40.6692,-73.95054,"Entire home/apt",785,3,0,"",NA,5,226
"292",8815120,"Comfortable 1 bedroom apt in Brooklyn just for you",46178050,"Shyann","Brooklyn","East New York",40.66586,-73.89443,"Shared room",100,4,0,"",NA,1,270
"293",29097472,"Unique bohemian modern apartment",157397904,"Kimbe","Brooklyn","Williamsburg",40.71705,-73.96545,"Entire home/apt",275,30,2,"2019-05-08",0.68,1,77
"294",5915351,"Amazing apartment!",30719563,"David","Brooklyn","Bedford-Stuyvesant",40.67953,-73.95136,"Private room",150,7,12,"2018-08-26",0.25,1,0
"295",13959891,"Best Location - Modern 1 BR, very quiet",61391963,"Corporate Housing","Manhattan","Upper East Side",40.77148,-73.96111,"Entire home/apt",125,30,7,"2019-06-30",0.21,91,157
"296",35715791,"Elegant private bedroom in sunny modern home #1",101771985,"Yudis","Manhattan","Harlem",40.8076,-73.94886,"Private room",80,1,0,"",NA,3,127
"297",15715485,"Beautiful Downtown Brooklyn Studio",8615868,"Elle","Brooklyn","Park Slope",40.67829,-73.97891,"Entire home/apt",100,1,0,"",NA,1,0
"298",10135104,"Nice And Clean Apartment.",14439022,"Cristina","Manhattan","Harlem",40.82774,-73.94983,"Private room",75,3,86,"2019-07-01",2.01,1,224
"299",29160599,"Private bedroom in Washington Heights",219746152,"Sonia And Lissette","Manhattan","Washington Heights",40.83788,-73.9402,"Private room",60,3,8,"2019-06-10",1.15,1,2
"300",16534588,"Studio unit at Wyndham Midtown 45 NYC",61463458,"Gary","Manhattan","Midtown",40.75172,-73.97193,"Private room",185,2,0,"",NA,2,0
"301",7733651,"Perfect 2BR for a family!",36539736,"Katie","Brooklyn","Boerum Hill",40.68658,-73.9891,"Entire home/apt",180,2,17,"2017-01-01",0.36,1,0
"302",22602996,"Private room near Central Park and Subway!",166289951,"George","Manhattan","East Harlem",40.79303,-73.94662,"Private room",90,2,0,"",NA,1,0
"303",15422352,"Private Room w/ .5 bath in Charming - West Harlem",62852828,"Latrisha","Manhattan","Harlem",40.82415,-73.95283,"Private room",200,2,0,"",NA,2,89
"304",21936080,"Cozy Room Near Express Train to Manhattan",14043678,"Justin","Brooklyn","Bedford-Stuyvesant",40.69507,-73.93354,"Private room",50,3,6,"2018-10-08",0.32,1,363
"305",32164433,"Chelsea Pre-War Arts Apartment",16384390,"Matthew","Manhattan","Chelsea",40.74324,-73.99705,"Entire home/apt",175,2,9,"2019-06-19",2.37,1,50
"306",31515617,"PRIVATE ROOM 1 - 1 BLOCK TO METRO",23188519,"Emily Wes","Brooklyn","Bedford-Stuyvesant",40.69581,-73.95379,"Private room",68,30,1,"2019-06-24",1,6,311
"307",9325951,"",33377685,"Jonathan","Manhattan","Hell's Kitchen",40.76436,-73.98573,"Entire home/apt",190,4,1,"2016-01-05",0.02,1,0
"308",31900266,"Cozy Brownstone Garden Apt: Bed Stuy, Brooklyn",8803552,"Ursula","Brooklyn","Bedford-Stuyvesant",40.68758,-73.94458,"Private room",95,3,0,"",NA,1,179
"309",9543557,"Modern Williamsburg Apartment",48498097,"Benjamin","Brooklyn","Williamsburg",40.71849,-73.95212,"Entire home/apt",175,3,0,"",NA,1,0
"310",28835184,"Bronx Apartment",217439132,"Rosalyn","Bronx","Edenwald",40.88805,-73.83248,"Entire home/apt",90,15,0,"",NA,1,89
"311",34470949,"Chelsea Pines Inn - Single",255234351,"Ejaz","Manhattan","Chelsea",40.74129,-74.00457,"Private room",109,1,0,"",NA,4,326
