"","drivers","age","gender","income","work_hours","distance","bonus","satisfaction","leaving"
"606",1,32,0,351859,9,99,33206,2,2
"607",1,25,1,421719,7,80,40282,2,2
"608",0,29,1,374145,8,71,57619,4,5
"609",0,29,0,261183,9,84,49091,3,3
"610",0,29,1,281627,9,77,31613,4,5
"611",1,30,1,401326,9,94,10000,2,1
"612",1,30,1,476086,11,91,29529,4,4
"613",1,30,0,382761,10,73,23041,4,3
"614",0,27,1,218963,7,73,20205,2,1
"615",0,27,1,263984,7,77,10000,4,3
"616",0,31,1,233216,10,69,25106,3,3
"617",1,26,1,328243,7,40,16073,2,2
"618",0,26,1,336021,9,47,10000,3,5
"619",0,33,1,287719,8,127,54413,4,5
"620",1,31,1,338137,9,92,32012,3,4
"621",0,31,1,263590,9,50,29934,3,5
"622",0,29,1,285079,10,46,56828,3,3
"623",1,30,0,442095,10,66,10000,1,4
"624",1,28,1,291970,12,110,18967,5,4
"625",1,29,1,430594,10,65,10000,2,3
"626",1,32,0,274467,12,93,15527,2,4
"627",0,28,1,258527,8,86,26305,2,2
"628",0,30,1,316131,8,83,39108,3,5
"629",1,30,1,348789,10,69,10000,4,3
"630",0,26,1,282140,7,91,10000,4,3
"631",1,33,1,290930,9,87,13720,4,4
"632",0,31,1,268717,9,64,10000,4,5
"633",0,31,1,311527,8,73,78357,2,3
"634",0,30,1,303997,10,78,101039,3,1
"635",0,31,1,245166,8,88,19336,3,3
"636",1,28,1,292345,8,87,26489,4,5
"637",0,28,1,280688,9,69,10000,4,4
"638",1,29,1,258330,8,98,32976,1,3
"639",0,29,1,252107,9,70,46819,3,5
"640",0,26,0,287224,9,76,41269,4,4
"641",0,31,1,301356,8,56,14676,3,4
"642",1,33,1,287013,8,70,10000,2,1
"643",1,30,1,302285,11,80,17529,5,2
"644",1,27,0,359354,8,105,23738,5,4
"645",1,31,1,360205,8,86,32151,5,3
"646",1,30,0,372031,11,103,20651,3,5
"647",0,30,1,199448,8,116,32779,5,4
"648",0,30,1,292458,6,113,25545,3,5
"649",0,32,1,266866,7,71,18232,4,4
"650",1,31,0,311906,11,69,16105,3,5
"651",1,30,1,402602,11,82,24554,2,5
"652",0,31,1,233444,9,75,37252,3,4
"653",1,34,0,381516,8,75,36683,5,4
"654",1,28,1,338384,10,53,39307,4,1
"655",0,27,0,253490,10,83,30617,5,4
"656",1,29,1,432799,9,94,10000,3,5
"657",1,29,1,296390,8,62,13192,1,2
"658",0,32,1,252874,7,68,58429,4,3
"659",0,32,1,256897,7,97,10000,4,4
"660",0,30,1,311039,7,89,10000,5,4
"661",1,32,1,317929,11,71,13514,1,1
"662",0,32,1,287118,8,67,10000,3,3
"663",0,26,0,278521,8,57,50641,2,3
"664",1,30,1,421808,9,57,10000,5,1
"665",1,33,1,349098,9,84,29872,3,3
"666",0,30,1,332289,8,47,13988,2,1
"667",0,30,1,305369,8,64,10000,3,4
"668",0,28,0,213648,7,54,10000,3,3
"669",0,26,1,315201,9,100,10000,2,2
"670",1,29,1,345123,10,71,36950,2,2
"671",0,32,1,271084,7,81,24845,4,3
"672",0,31,0,284068,9,56,10000,3,4
"673",0,31,1,256086,8,87,66755,2,4
"674",1,32,1,309723,14,101,10000,1,4
"675",1,31,1,472671,9,56,26330,4,5
"676",1,28,1,335332,10,99,19974,1,5
"677",1,32,1,288470,10,65,17913,2,2
"678",1,30,0,281871,8,92,23335,2,1
"679",1,29,1,266176,11,80,10000,3,2
"680",1,28,1,318352,14,66,10000,4,4
"681",0,30,1,231550,8,60,10000,5,4
"682",0,32,1,328530,7,39,32747,3,3
"683",0,33,1,329636,9,72,27621,2,3
"684",0,31,1,312942,8,25,46178,3,3
"685",1,35,1,398843,10,84,26195,3,5
"686",1,27,1,328677,10,79,17881,5,3
"687",1,29,1,272886,12,63,10000,4,5
"688",1,31,1,325432,11,77,25236,4,3
"689",0,29,1,346744,7,96,37053,2,3
"690",0,30,1,310066,7,70,10000,5,2
"691",0,27,0,300830,5,81,23858,3,4
"692",0,30,1,194693,7,139,77922,4,3
"693",0,29,0,254842,8,115,49154,3,2
"694",1,33,0,258561,10,73,29018,1,3
"695",0,29,0,322864,8,65,33441,3,3
"696",0,31,1,202372,7,72,15303,4,4
"697",0,31,1,371933,8,49,10000,2,2
"698",0,31,1,259215,9,112,10000,2,5
"699",1,28,1,328200,9,94,31105,5,3
"700",0,31,1,252130,9,109,11247,3,4
"701",1,28,0,280406,13,65,16949,3,5
"702",1,28,1,275480,13,108,23373,5,4
"703",1,28,1,291270,9,63,22385,1,4
"704",1,29,0,331437,11,123,22191,2,3
"705",1,30,1,315266,9,46,17648,3,3
"706",1,30,1,360494,7,87,20373,1,4
"707",0,28,1,300500,7,67,35412,5,5
"708",1,28,1,371272,8,88,31426,4,3
"709",1,30,1,333056,9,78,10000,2,1
"710",0,31,1,308212,7,66,10000,4,5
"711",1,33,1,379316,8,73,22844,1,2
"712",1,31,1,392814,10,68,14827,4,4
"713",1,29,1,410457,9,93,19641,5,5
"714",0,34,1,278207,7,81,48546,4,2
"715",1,27,1,427740,8,122,15446,1,3
"716",1,29,1,310919,8,113,35061,4,3
"717",1,30,0,364447,10,71,10000,1,1
"718",0,31,1,265422,7,90,34241,5,3
"719",0,29,0,248140,9,116,37676,3,4
"720",0,31,1,256143,6,77,10000,3,4
"721",1,29,1,379140,9,107,18141,4,1
"722",1,32,1,420605,11,80,38886,3,5
"723",0,26,1,224609,7,72,63822,3,1
"724",0,30,1,328927,8,88,12030,3,4
"725",0,34,1,279152,8,53,47148,3,4
"726",0,30,0,273511,7,67,48036,5,5
"727",1,30,1,436392,9,79,31655,3,3
"728",1,31,1,350448,12,64,11975,1,2
"729",0,31,1,265143,9,81,10000,4,4
"730",0,33,0,367234,8,89,10000,3,4
"731",1,32,0,292137,10,70,15658,2,2
"732",1,29,1,277280,9,85,15713,2,2
"733",0,31,0,243941,8,95,16751,4,4
"734",0,27,0,223468,9,52,95171,3,4
"735",1,30,1,311514,11,71,19894,4,4
"736",1,29,1,343550,8,82,11658,4,3
"737",1,29,1,316933,8,87,10000,1,2
"738",1,30,1,352572,10,49,31970,3,2
"739",0,28,0,329840,9,78,10000,4,5
"740",1,29,1,274833,9,79,10000,4,5
"741",1,29,1,400938,11,75,22558,3,4
"742",0,28,1,266933,8,103,48124,3,2
"743",0,31,1,245074,10,93,30325,5,3
"744",0,35,1,312918,9,103,20545,2,3
"745",1,29,1,338994,10,60,10000,2,1
"746",1,31,1,278644,10,68,18212,3,4
"747",1,31,1,309069,8,91,10000,2,3
"748",0,28,1,315455,9,100,10000,2,3
"749",0,30,1,333812,9,97,10000,3,5
"750",0,29,1,356107,9,123,10000,3,4
"751",0,29,1,359324,8,74,10000,4,5
"752",1,32,1,264837,13,77,12118,5,4
"753",1,27,1,336455,10,125,20437,3,3
"754",0,28,0,287567,7,54,19619,3,3
"755",0,32,1,294293,8,98,10000,3,4
"756",1,31,0,320347,9,72,18565,2,5
"757",1,32,0,361666,11,117,25605,2,2
"758",0,26,1,265724,9,26,10000,3,4
"759",0,31,1,281989,10,63,10000,4,4
"760",0,30,1,312640,9,100,39208,4,3
"761",1,27,1,417571,9,63,12983,5,4
"762",1,30,1,467820,11,77,10000,4,4
"763",0,28,1,320284,8,91,44554,4,4
"764",1,29,1,292099,9,58,33559,3,5
"765",1,31,1,405559,11,107,33145,4,5
"766",1,31,1,376570,12,72,12016,3,3
"767",0,29,1,262847,7,122,47687,2,3
"768",0,26,1,246007,7,59,17096,4,3
"769",0,32,0,261966,8,68,30922,4,1
"770",1,29,0,296752,10,99,10597,2,3
"771",1,29,1,302117,11,65,23120,4,4
"772",1,30,1,242742,8,76,10000,3,4
"773",0,30,1,286810,10,103,37482,4,4
"774",0,29,1,310748,7,76,24939,4,3
"775",1,32,1,217543,10,86,19041,4,4
"776",1,33,1,340085,9,100,19805,1,2
"777",1,29,1,286423,11,74,10000,2,2
"778",1,33,0,286656,10,97,43326,1,3
"779",0,29,0,296925,8,96,10000,2,3
"780",0,30,1,375153,10,84,10000,4,4
"781",0,31,0,309450,6,104,18831,4,4
"782",1,31,0,347080,10,52,17623,5,2
"783",0,33,0,322553,10,99,10000,3,5
"784",1,29,1,375162,7,82,17744,3,3
"785",1,29,1,293896,12,89,25059,5,4
"786",0,29,0,294551,7,94,10000,2,1
"787",1,33,1,293985,12,102,36481,5,4
"788",1,29,1,320702,8,69,10000,1,2
"789",1,31,0,296338,10,81,37301,2,3
"790",1,33,1,364063,11,130,17416,3,4
"791",0,28,1,290534,7,92,63896,4,4
"792",0,31,1,234806,8,116,10000,3,4
"793",0,30,1,288127,7,92,49129,3,3
"794",1,33,0,283587,9,103,10000,1,2
"795",0,29,1,275826,9,80,10000,4,3
"796",0,32,1,329814,6,70,10000,4,3
"797",0,31,1,253653,9,110,25188,4,4
"798",0,26,1,243676,7,85,30977,3,3
"799",1,29,0,332985,8,112,23583,3,3
"800",0,29,1,206447,9,68,10000,4,4
"801",1,29,1,438948,9,118,25207,4,1
"802",1,31,1,353144,7,109,10000,3,3
"803",0,27,1,316645,7,75,17822,3,2
"804",0,26,1,226608,12,56,10000,3,5
"805",1,25,1,319607,9,66,16716,2,2
"806",1,31,1,170635,9,37,36715,1,4
"807",0,29,1,246154,7,70,20159,3,4
"808",0,31,1,308979,8,36,10000,2,2
"809",0,29,0,288750,9,67,28211,2,3
"810",0,33,1,223013,9,76,10000,4,4
"811",1,33,1,234307,9,84,40178,2,2
"812",0,31,1,357855,9,53,18211,4,3
"813",0,31,1,331036,6,71,45481,3,4
"814",0,29,1,253048,9,39,51360,4,5
"815",0,31,1,256382,9,65,10000,2,3
"816",1,30,1,268312,10,83,34502,3,1
"817",0,30,1,296783,9,108,10013,3,2
"818",0,30,1,313420,9,82,57458,4,4
"819",0,32,0,331991,9,94,48940,3,2
"820",0,30,1,266270,9,73,11452,3,5
"821",1,28,1,374287,10,113,17997,4,3
"822",1,27,1,355157,13,99,10000,5,5
"823",1,29,1,247363,8,91,20453,5,4
"824",1,27,1,290274,11,105,24971,4,3
"825",1,30,1,384840,12,86,25581,4,2
"826",1,30,0,292666,10,82,10000,5,4
"827",0,30,1,261660,8,55,10000,2,3
"828",0,33,1,261443,8,52,54888,4,5
"829",1,29,0,204192,7,107,34188,5,5
"830",1,31,1,340533,13,88,29420,1,3
"831",0,28,1,332564,8,106,17012,2,3
"832",0,30,1,137797,9,63,28267,3,3
"833",1,27,0,349504,11,78,17206,4,4
"834",0,25,0,291370,8,72,10000,3,4
"835",1,32,1,316934,8,67,13094,1,2
"836",1,33,0,400256,14,95,22510,4,4
"837",1,29,0,318019,8,64,20139,4,1
"838",0,30,1,284559,7,79,10000,4,4
"839",0,28,1,297877,8,90,32820,3,3
"840",1,30,1,360704,10,99,22203,1,2
"841",0,27,1,282918,7,53,56244,3,3
"842",1,31,1,250888,8,54,23872,4,4
"843",1,29,1,401187,10,80,15640,2,2
"844",1,29,1,344909,10,86,40906,5,4
"845",0,31,0,285261,8,57,10000,3,3
"846",0,35,1,311929,6,22,30439,4,4
"847",0,27,1,273385,8,131,10000,4,2
"848",1,30,0,424303,11,89,14553,5,5
"849",0,25,0,257564,9,92,10000,1,4
"850",0,32,1,238012,7,122,10000,3,4
"851",0,31,1,264926,9,47,46571,3,3
"852",1,30,1,330353,10,84,26062,1,3
"853",0,30,0,325071,8,88,28950,4,4
"854",1,27,1,327185,11,93,10736,2,2
"855",0,29,1,305622,8,83,41580,4,4
"856",0,30,1,286156,8,63,10000,2,3
"857",1,33,1,305826,9,91,17481,2,3
"858",0,30,0,318885,8,124,13055,3,4
"859",0,28,0,248715,6,79,10000,4,4
"860",1,32,1,376780,9,81,22389,5,4
"861",0,28,1,278715,6,118,16571,4,3
"862",0,31,1,316058,9,66,49731,3,3
"863",1,32,0,398584,12,101,37039,4,3
"864",1,33,1,332667,11,103,18410,3,3
"865",0,31,1,250180,8,115,40983,2,3
"866",0,30,1,385869,9,79,59963,4,4
"867",0,28,0,235227,9,106,41251,4,5
"868",1,32,0,373189,12,73,17605,2,1
"869",0,30,0,280908,9,48,41156,3,5
"870",1,30,1,344260,7,85,22461,3,5
"871",0,30,0,328735,8,50,15575,3,4
"872",0,30,1,301871,7,94,14182,4,4
"873",1,29,1,349205,10,82,27001,2,1
"874",0,30,1,359426,8,134,45168,5,4
"875",1,32,1,335762,9,73,21893,4,5
"876",0,27,1,227535,10,72,32314,4,5
"877",1,32,0,293512,8,94,27485,4,3
"878",1,29,0,371794,10,72,15467,4,3
"879",1,32,1,328961,8,60,31821,1,3
"880",0,34,0,239518,9,60,10000,3,5
"881",1,30,1,326452,10,91,27077,1,3
"882",0,28,0,267817,8,50,40570,3,3
"883",1,34,1,283549,11,101,13224,4,4
"884",0,28,1,257275,8,88,52017,3,5
"885",1,34,1,269210,11,86,26691,4,4
"886",1,29,1,318119,11,86,16365,3,3
"887",1,31,1,285139,11,79,10000,4,4
"888",0,30,0,327689,9,67,43494,5,1
"889",1,29,1,292293,9,74,22981,2,1
"890",1,27,1,263527,9,64,15115,3,4
"891",0,32,1,246755,8,42,41925,4,2
"892",0,31,1,284451,8,74,44025,4,5
"893",0,31,1,302406,9,92,46853,4,5
"894",1,28,0,262156,6,93,25650,2,3
"895",1,28,1,416806,10,87,26592,2,1
"896",1,32,0,312810,11,78,10000,3,3
"897",0,30,1,239047,8,73,65945,3,5
"898",0,32,0,261665,8,104,59802,2,3
"899",0,30,1,235063,10,93,10000,2,4
"900",1,30,1,417953,10,60,36638,3,4
"901",0,28,0,281618,9,84,25205,3,3
"902",1,29,1,281103,9,91,17639,2,3
"903",1,32,1,412025,7,69,19249,1,2
"904",1,31,1,389034,9,86,12408,1,2
"905",0,34,0,203296,9,84,69412,3,3
"906",1,28,0,293957,10,111,33348,3,1
"907",0,27,0,240414,8,83,45312,5,4
"908",1,35,0,286515,9,104,38107,4,4
"909",0,31,0,301810,7,85,10000,4,5
"910",0,32,0,258278,8,109,23881,4,4
"911",1,31,1,463662,8,108,19532,3,3
"912",1,30,1,417867,9,75,15710,2,2
"913",0,28,1,308531,8,25,49992,3,4
"914",1,28,1,265049,10,101,10000,2,1
"915",0,29,0,288361,7,44,10000,3,1
"916",1,30,1,244581,9,87,10000,1,5
"917",1,30,0,357328,9,97,13202,2,3
"918",0,32,1,247151,8,66,70529,4,3
"919",0,32,1,265005,9,108,55903,2,3
"920",1,26,1,366274,9,93,15349,2,2
"921",1,32,1,328853,12,55,18806,3,4
"922",1,28,1,374330,10,95,19044,3,4
"923",0,31,0,247545,7,45,27963,5,5
"924",0,31,1,328220,5,70,21452,2,2
"925",1,30,1,399288,11,68,29764,1,1
"926",0,29,1,215663,7,72,86392,3,4
"927",1,28,1,362161,10,88,10000,2,2
"928",0,31,1,253646,7,129,38752,3,3
"929",1,28,1,334088,8,82,36355,5,5
"930",1,30,1,315089,11,30,15956,2,3
"931",0,30,0,355063,8,80,46615,4,5
"932",1,30,1,416499,6,35,10894,5,3
"933",1,30,0,392304,11,50,16100,2,3
"934",1,29,1,186604,10,48,20060,5,4
"935",0,30,1,224993,8,74,58332,3,4
"936",0,31,0,269089,9,53,68281,4,4
"937",1,28,1,387004,10,46,29212,5,3
"938",1,29,1,388076,9,105,39480,3,4
"939",1,29,0,258153,9,54,23535,2,2
"940",0,27,1,311288,8,109,12937,3,4
"941",0,28,1,297138,7,89,51521,3,2
"942",1,32,0,389837,8,95,18642,5,5
"943",0,31,0,249750,9,50,60008,3,4
"944",1,32,1,379336,9,74,22116,4,3
"945",1,31,1,287592,10,82,10000,1,3
"946",0,30,0,264142,7,23,10000,4,4
"947",0,31,1,256165,8,116,17115,4,4
"948",0,29,0,315009,9,106,10000,3,1
"949",1,32,1,330105,9,63,10000,1,3
"950",1,30,1,409547,10,83,14115,1,1
"951",1,31,0,362943,12,98,34222,3,3
"952",1,27,1,320313,12,59,37270,2,3
"953",0,31,1,285495,6,92,16902,2,3
"954",0,28,1,273058,9,83,24354,2,1
"955",0,32,0,239053,9,78,14205,3,3
"956",1,29,1,356763,10,109,10000,2,2
"957",0,30,1,263535,9,64,10000,1,1
"958",1,32,0,279928,8,59,13491,5,3
"959",1,31,1,244547,9,78,18058,1,3
"960",0,30,0,251395,9,69,10000,4,4
"961",0,32,1,234097,8,52,10000,3,4
"962",1,29,1,349266,10,137,12795,2,1
"963",1,28,0,272019,9,100,32438,3,5
"964",0,30,1,301120,6,72,18583,3,3
"965",1,31,1,313307,12,80,18958,5,3
"966",0,26,0,208259,9,92,24463,4,1
"967",0,30,1,298497,9,47,10000,4,4
"968",1,32,0,287283,8,55,31325,3,5
"969",1,32,1,344294,9,101,10000,3,3
"970",0,27,1,363453,7,81,16062,3,4
"971",0,31,1,260042,8,84,11436,3,4
"972",1,29,1,273672,9,87,28491,3,5
"973",1,33,0,245029,9,70,26844,2,1
"974",1,30,1,349304,9,79,24007,1,2
"975",0,28,1,255126,9,73,21896,4,4
"976",0,31,0,291027,9,95,43259,3,3
"977",1,28,1,348977,11,73,30655,4,4
"978",1,30,1,380244,13,116,23434,4,4
"979",0,30,1,267987,8,67,38184,4,5
"980",1,30,0,386892,11,101,35557,3,3
"981",0,31,1,274791,9,132,10000,3,4
"982",1,26,0,399840,9,95,19828,3,5
"983",1,30,1,348496,10,102,10000,1,1
"984",1,30,1,320211,11,110,10000,3,4
"985",1,32,1,409599,9,82,23043,2,3
"986",1,31,1,418435,11,86,20000,3,3
"987",0,28,1,336110,8,100,48251,4,4
"988",1,31,1,243280,9,118,14565,4,3
"989",1,29,1,354679,10,44,12538,4,4
"990",0,27,0,255310,8,61,10000,4,4
"991",0,27,0,313858,7,73,45226,2,4
"992",0,25,1,272441,8,117,46890,3,3
"993",1,31,1,391716,10,81,48888,4,3
"994",0,32,1,310810,9,110,19443,2,4
"995",1,29,1,366467,10,90,26690,5,5
"996",0,32,1,271181,8,78,35012,2,1
"997",0,29,0,296684,9,81,39347,5,4
"998",1,31,1,379030,11,117,20453,1,3
"999",0,30,0,300564,8,46,43799,3,5
"1000",0,29,1,230298,9,62,14714,4,4
"1001",0,27,1,245550,7,65,10000,2,2
"1002",0,30,0,297798,9,87,59825,4,3
"1003",1,29,0,351385,9,76,15364,2,2
"1004",0,26,0,249686,8,120,31272,4,5
"1005",0,27,0,401640,10,58,19508,5,4
"1006",1,29,1,240396,13,71,14717,1,3
"1007",0,30,0,260466,8,88,53369,4,2
"1008",0,30,1,258827,9,124,10000,3,3
"1009",1,27,0,360339,10,126,10000,2,2
"1010",0,29,0,252464,9,100,29727,4,3
"1011",0,26,0,301899,8,81,10000,2,2
"1012",1,30,1,350134,11,94,22101,2,4
"1013",1,29,1,325066,10,107,34726,4,4
"1014",1,29,1,284158,9,108,22139,3,3
"1015",1,32,1,307175,9,61,40044,4,3
"1016",1,31,1,391778,8,42,10000,5,4
"1017",0,31,1,236157,8,64,23252,4,4
"1018",0,36,0,300986,7,75,15583,3,4
"1019",0,25,1,373646,7,71,17185,3,4
"1020",0,31,0,323648,6,99,25417,4,4
"1021",1,28,0,376218,11,62,10000,3,4
"1022",0,30,1,291623,8,50,10000,4,4
"1023",0,30,1,314339,8,62,10000,3,4
"1024",1,28,1,333254,7,55,27111,3,5
"1025",0,29,0,284352,7,113,48310,4,3
"1026",0,30,1,309760,9,45,34360,3,4
"1027",0,26,1,307490,9,68,104165,2,2
"1028",1,28,1,396693,6,68,24177,1,4
"1029",0,25,1,272529,6,52,10000,5,5
"1030",1,24,1,261083,9,68,15211,1,4
"1031",0,28,1,253483,7,115,39933,3,3
"1032",0,26,1,267253,8,75,10000,4,4
"1033",1,29,1,380385,8,90,31861,1,1
"1034",1,31,0,433372,8,95,24352,3,3
"1035",0,31,1,316784,8,85,10000,1,2
"1036",0,29,1,222521,8,70,10000,3,4
"1037",1,30,1,384632,8,100,30172,3,4
"1038",1,31,1,350949,9,104,10000,1,5
"1039",0,30,0,256813,7,46,10000,4,3
"1040",1,29,0,315936,8,129,26870,5,3
"1041",1,31,1,462019,11,74,31984,2,3
"1042",1,26,1,428655,10,91,10000,3,3
"1043",1,31,1,359038,9,99,38535,5,3
"1044",0,35,1,295010,8,58,10000,4,1
"1045",1,27,1,354230,8,40,29527,3,4
"1046",0,31,1,316895,6,88,10000,4,4
"1047",1,32,1,385078,10,77,17210,5,3
"1048",1,30,1,277936,9,93,22137,3,3
"1049",1,26,1,369346,10,68,21929,2,3
"1050",0,31,0,251647,8,60,39174,3,4
"1051",1,30,0,388121,11,96,36438,4,5
"1052",1,28,1,352327,8,46,28214,4,3
"1053",0,31,1,280562,8,88,10000,3,4
"1054",1,28,1,377972,11,107,26644,2,3
"1055",1,29,1,325727,11,104,18316,2,3
"1056",1,30,1,318595,10,105,33961,2,3
"1057",1,31,0,419587,8,83,16133,1,2
"1058",0,29,0,261359,7,99,11383,4,3
"1059",1,33,1,333352,10,82,31198,1,3
"1060",1,33,1,362301,9,64,32704,3,4
"1061",0,30,1,326481,6,52,12532,4,3
"1062",0,29,1,258947,10,66,10000,4,3
"1063",0,33,0,246902,8,88,10000,4,5
"1064",1,30,1,357919,9,98,10000,1,2
"1065",0,31,1,249692,5,31,47799,3,3
"1066",0,30,1,366991,8,66,48711,2,4
"1067",1,31,1,368309,11,63,16579,1,3
"1068",0,30,1,317454,8,59,15141,4,4
"1069",0,28,0,248584,8,49,29084,2,5
"1070",1,28,1,353230,8,109,33212,2,2
"1071",1,31,1,359644,8,111,28118,1,3
"1072",0,31,1,288937,7,101,10000,3,3
"1073",1,34,1,303745,10,98,33813,5,3
"1074",1,30,1,313707,11,97,22705,2,2
"1075",0,32,0,251902,11,52,16021,3,3
"1076",0,29,1,346604,8,95,47448,3,4
"1077",1,28,1,395522,11,87,18238,1,2
"1078",0,33,0,257783,7,96,31349,4,3
"1079",1,29,1,314482,9,108,12553,4,2
"1080",1,31,1,296403,10,106,24827,2,1
"1081",0,30,1,298847,7,60,10000,4,3
"1082",1,32,1,360513,8,97,15562,2,3
"1083",1,31,0,320798,9,103,32204,1,1
"1084",0,29,1,272866,7,57,46154,2,3
"1085",0,28,1,216733,7,118,55875,4,4
"1086",1,32,1,336301,10,113,19388,2,3
"1087",1,30,1,316509,11,87,16095,2,2
"1088",1,30,0,368036,11,70,10000,5,5
"1089",0,31,0,283146,10,104,10000,1,2
"1090",1,32,1,253437,8,80,30700,1,2
"1091",0,28,0,346500,9,143,10000,3,3
"1092",0,26,1,298535,11,69,29911,2,1
"1093",1,29,1,394931,8,95,37600,3,1
"1094",1,32,1,299985,7,67,35037,5,2
"1095",1,31,1,364247,9,99,10000,2,3
"1096",1,30,1,503906,11,122,10000,3,3
"1097",0,32,1,309531,9,95,11529,4,5
"1098",0,28,1,282486,9,106,10000,4,5
"1099",0,32,1,206185,9,128,25823,4,4
"1100",0,30,0,307239,7,61,31658,2,1
"1101",0,32,1,298915,9,52,14575,4,3
"1102",1,27,1,283112,9,106,10000,4,4
"1103",0,29,1,286699,8,94,10000,4,5
"1104",1,30,1,451691,8,72,27197,3,4
"1105",0,31,1,318481,7,34,32849,4,2
"1106",1,32,1,358079,11,73,10000,5,3
"1107",0,33,1,274070,7,78,10000,1,2
"1108",0,27,1,287027,7,71,18060,3,1
"1109",0,28,0,217121,8,108,62090,3,3
"1110",1,31,0,291832,8,81,26490,3,5
"1111",1,30,1,380365,11,98,11216,1,3
"1112",1,28,1,342538,9,105,18555,2,1
"1113",1,28,1,289356,9,81,17216,4,4
"1114",0,27,1,309592,10,98,43879,4,5
"1115",0,31,0,251308,7,85,41733,4,4
"1116",0,29,0,338841,8,122,28146,3,2
"1117",0,31,1,327951,10,72,10000,4,4
"1118",1,28,1,380247,9,63,33933,3,3
"1119",0,30,1,342429,7,51,33133,2,1
"1120",1,28,1,413943,8,61,15454,4,4
"1121",1,31,1,378973,12,89,36310,5,4
"1122",1,29,1,174658,10,61,11138,5,4
"1123",1,33,1,326547,9,109,35385,1,3
"1124",1,31,1,333951,11,68,51366,1,5
"1125",1,29,1,355130,10,97,31630,2,3
"1126",0,32,1,270417,6,85,10000,3,5
"1127",1,30,1,350394,11,80,10000,2,3
"1128",0,33,1,325993,7,63,16346,2,2
"1129",0,32,1,291521,9,74,48941,4,4
"1130",1,32,1,276063,9,65,26821,3,3
"1131",1,29,1,360430,10,104,10000,3,3
"1132",0,29,1,295961,7,114,27835,3,4
"1133",1,28,1,254177,11,97,14826,3,4
"1134",1,33,0,358661,14,82,11160,2,1
"1135",1,28,1,373713,11,63,19617,4,4
"1136",0,28,0,281859,7,47,57070,4,3
"1137",0,28,1,353954,9,78,10000,4,5
"1138",0,31,0,234838,10,82,42042,4,3
"1139",0,34,0,243160,12,92,10000,3,3
"1140",1,28,1,316836,9,79,12333,4,4
"1141",0,28,1,261549,8,84,39913,4,3
"1142",1,30,1,351225,10,92,28633,3,3
"1143",1,26,1,342369,10,96,10000,1,1
"1144",1,29,1,291599,12,64,25253,1,3
"1145",1,29,1,379008,11,95,17522,2,3
"1146",0,29,1,243069,8,93,10000,4,4
"1147",1,31,1,399990,10,110,10000,5,3
"1148",0,30,1,311721,9,44,40577,4,4
"1149",1,29,1,399325,9,81,23518,1,2
"1150",0,33,1,288553,8,107,10000,4,3
"1151",0,31,1,259624,7,122,46671,2,1
"1152",1,28,1,369019,9,91,24010,3,5
"1153",0,34,1,191312,10,74,42796,4,4
"1154",0,33,1,267930,7,113,32488,3,4
"1155",1,33,0,240449,7,57,12067,3,4
"1156",0,28,1,345360,8,121,46282,4,3
"1157",0,30,1,345948,9,58,10000,3,3
"1158",1,29,0,381179,12,88,26253,1,3
"1159",0,28,1,271773,11,81,33961,3,5
"1160",1,28,1,385907,9,66,24089,4,4
"1161",0,32,0,223305,10,61,41512,3,3
"1162",0,29,1,279309,8,104,18471,4,5
"1163",0,29,1,219472,8,63,41314,3,4
"1164",1,28,0,327582,7,99,27280,4,4
"1165",0,32,0,261297,10,81,61769,2,1
"1166",1,28,1,353480,10,99,17969,2,2
"1167",1,33,1,346879,9,87,30352,2,1
"1168",0,28,1,299817,8,133,37215,2,1
"1169",1,33,1,257361,8,83,12586,3,4
"1170",1,30,1,373853,10,91,23840,5,3
"1171",0,29,1,235481,8,39,18904,3,5
"1172",0,27,1,303533,11,44,10000,3,5
"1173",1,31,1,374515,10,90,21423,2,3
"1174",1,32,1,398215,10,135,37509,1,4
"1175",0,32,1,268701,8,41,10000,3,4
"1176",0,33,1,305213,9,85,10000,4,3
"1177",0,32,0,297948,9,54,12907,4,5
"1178",1,31,1,391978,9,94,11376,3,4
"1179",1,27,1,266613,11,74,25868,1,3
"1180",1,28,0,386401,9,72,23742,4,1
"1181",1,27,1,259851,14,83,24008,5,4
"1182",1,29,1,420199,10,61,15555,2,4
"1183",1,29,1,343000,10,103,23892,1,2
"1184",1,31,1,316316,7,80,10000,3,4
"1185",1,29,1,185921,10,101,22861,1,2
"1186",1,27,1,337045,10,93,18533,3,4
"1187",0,31,1,323345,8,59,65599,3,4
"1188",0,30,1,237770,9,65,10000,3,4
"1189",1,30,1,451864,11,97,10000,2,3
"1190",1,28,0,327751,8,130,11401,4,3
"1191",1,31,1,286909,13,60,17253,4,4
"1192",1,33,1,234470,9,66,11177,3,3
"1193",0,26,1,289700,9,43,34834,3,3
"1194",0,27,0,192301,9,80,35416,4,3
"1195",0,29,1,236196,6,73,25161,5,3
"1196",1,30,0,349366,10,103,16364,3,3
"1197",1,29,0,379780,10,92,10000,2,2
"1198",1,28,0,365842,9,108,30345,4,4
"1199",0,28,1,273937,7,74,19797,3,5
"1200",0,33,1,271845,8,71,28773,3,4
"1201",0,29,0,246863,8,101,38362,2,5
"1202",0,26,1,195662,7,59,31293,4,3
"1203",0,27,0,253941,8,70,10000,2,2
